lang	sentence
sw	Mazungumuzo yake yalikuwa kama bunda la noti.
sw	Mazungumuzo yake yalikuwa kama senti.
sw	Alitoka hospitalini kama mfalme.
sw	Alitoka hospitalini kama Nyati aliyedungwa na miba.
sw	Busu lake lilikuwa kama la mama kwa mwanawe.
sw	Busu lake lilikuwa kama la Yuda Iskarioti kwa Yesu.
sw	Sehemu la kupalilia lilikuwa bahari.
sw	Sehemu la kupalilia lilkuwa tundu la sindano.
sw	Barabara hii ni tembo.
sw	Barabara hii ni uzi.
sw	Maneno yake yalikuwa kama tabasamu.
sw	Maneno yake yalikuwa kama fumbo.
sw	Mwanariadha huyu ni duma.
sw	Mwanariadha huyu ni kobe.
sw	Nguo ya kasisi ni theluji.
sw	Nguo ya kasisi ni makaa.
sw	Alikuwa kama mtego wa dubu.
sw	Alikuwa kama fedha ya haraka ya kusema uongo.
sw	Filamu hii ni kama waridi.
sw	Filamu hii ni kama kuwasha.
sw	Ardhi ilikuwa kama jua.
sw	Ardhi ilikuwa kama mvua ya msimu ya baridi.
sw	Miche ilikuwa kama magugu kwenye kaburi lililopuuzwa.
sw	Miche ilikuwa kama konokono akitoka kwenye ganda lake.
sw	Alikuwa simba.
sw	Alikuwa mjakazi.
sw	Chumba kilikuwa kama mwali.
sw	Chumba kilikuwa kama kaburi.
sw	Samani hii ni kama nyota.
sw	Samani hii ni kama saa.
sw	Mwanafunzi alikuwa kama pumzi za upepo mdogo.
sw	Mwanafunzi alikuwa kama kupasuka kwa volkano.
sw	Upepo ulikuwa kama nguzo.
sw	Upepo ulikuwa kama jicho likitazama jua.
sw	Alikuwa kama malaika mlezi.
sw	Alikuwa kama mbegu iliyoanguka kwenye mawe.
sw	Shati lake ni chumvi.
sw	Shati lake ni shimo la makaa ya mawe.
sw	Wao ni kama kengele na mlio wake.
sw	Wao ni kama moto na maji.
sw	Sakafu hii ni kama nyoka.
sw	Sakafu hii ni kama ukweli wa kisukuku.
sw	Uchaguzi huu ni nadhiri za bikira.
sw	Uchaguzi huu ni kumpa hakimu hekima kwa sababu tu amevalia tofauti na wanaume wengine.
sw	Mchezaji alikuwa kama viatu vya jumapili.
sw	Mchezaji alikuwa kama dhahabu safi kwa mzunguko.
sw	Polisi walikuwa kama heshima sawa.
sw	Polisi walikuwa kama waamuzi wa historia ya mipaka kwanza humunyonga mfungwa na kisha kumjaribu.
sw	Mbwa huyu ni simba.
sw	Mbwa huyu ni kunguru.
sw	Alikuwa kama asubuhi ya mei.
sw	Alikuwa kama ini la bukini linalokusudiwa kulwa.
sw	Yeye ni mti mtukufu ambao umejeruhiwa wakati unatoa zeri.
sw	Yeye ni kaisari.
sw	Eneo la benki ni kama mkuu katika ngome lake.
sw	Eneo la benki ni kama nyota kwenye usiku tupu.
sw	Majengo yale ni safu ya mwanga.
sw	Majengo yale ni umri wa jiwe.
sw	Dereva alikuwa kama hakimu.
sw	Dereva alikuwa kama Lutu wa bibilia.
sw	Ilikuwa kama ndoto ya mama ya mtoto wake.
sw	Ilikuwa kama ngozi.
sw	Msichana yule ni Daudi.
sw	Msichana yule ni hekalu takatifu lenye limeibiwa.
sw	Hali ya hewa ni kama mito ya kina kirefu.
sw	Hali ya hewa ni kama kimbunga kamili.
sw	Alipewa faraja kama mtoto mchanga.
sw	Alipewa majonzi kama mafuriko yalioinuliwa kwenye vijito vidogo na mvua ya ghafla.
sw	Alihama kama sekunde moja hadi nyingine.
sw	Alihama kama wema ulivyo juu ya ubaya.
sw	Nyumba hii ni pamba.
sw	Nyumba hii ni dampo.
sw	Barua yake ilikuwa kama mama na mwanawe.
sw	Barua ilikuwa kama pambano lililogandishwa.
sw	Safari ilikuwa kama jua baada ya mvua.
sw	Safari ilikuwa kama jogoo ndani ya bwawa.
sw	Kijana huyu ni kama nyumbu wa serikali.
sw	Kijana huyu ni kama kitu cha hatia.
sw	Alikuwa kama jua katika chemchemi.
sw	Alikuwa kama paka.
sw	Chumba kilikuwa kama upepo.
sw	Chumba kilikuwa kama kupe.
sw	Kijana alikuwa kama mpiga grenadi.
sw	Kijana alikuwa kama panzi.
sw	Sauti yake ilikuwa kama mvua inavyoshuka kwenye paa.
sw	Sauti yake ilikuwa kama ndoto ya usiku ya bubu aliyeshiba wimbo.
sw	Yeye ni mlinzi mzuri wa nyumba.
sw	Yeye ni upepo.
sw	Alikuwa kama Abrahamu.
sw	Alikuwa kama nzige.
sw	Wao walikuwa mchwa.
sw	Wao walikuwa makapi mbele ya upepo.
sw	Aliketi kama kiongozi wa ngamia.
sw	Aliketi kama kitabu cha kiebrania.
sw	Jamii ilikuwa kama saa.
sw	Jamii ilikuwa kama uumbaji.
sw	Mlinzi alikuwa bahari inayotikiswa na tufani kuu.
sw	Mlinzi alikuwa ndoto kaburini.
sw	Kaka yangu alikuwa kama kasuku kwa mpiga filimbi.
sw	Kaka yangu alikuwa kama mtoto anayechapwa.
sw	Yule ni ukweli mtakatifu.
sw	Yule ni bahari iliyochafuka.
sw	Walikimbia kama moshi ya tanuru.
sw	Walikimbia kama nyasi mbele ya komeo.
sw	Chumba hiki ni sanamu.
sw	Chumba hiki ni sauti ya dalali.
sw	Baba ni nyuki.
sw	Baba ni saa sita mchana.
sw	Mahali hapa ni kama makaburi.
sw	Mahali hapa ni kama sokoni.
sw	Nyumba hii ni kama dunia.
sw	Nyumba hii ni kama upepo.
sw	Mifugo wote wako hai kama maono ya maisha kuwa.
sw	Mifugo wote wako hai kama jana.
sw	Yeye ni Samsoni.
sw	Yeye ni mwanzi.
sw	Kimani ana roho ya chuma
sw	Kimani ana roho kama ya Kuku
sw	Ninampenda Maria kama mboni ya jicho langu
sw	Ninampenda Maria kama paka apendavyo maji
sw	Mtoto wa Jirani ni Tumbo Karai
sw	Mtoto wa Jirani anapenda chakula kama mgonjwa aliyepoteza hamu
sw	Makena alikuwa ameng'aa kama malaika
sw	Makena alikuwa ameng'aa kama mbuzi wa kuzurura
sw	Jane ni mkono mgumu kwa pesa
sw	Jane ni Yesu kwa pesa
sw	Mtoto wa Maria ni Kichwa Maji darasani
sw	Mtoto wa Maria anang'aa kama jua darasani
sw	Tulikula chakula kitamu kama asali kwa Otieno
sw	Tulikula chakula kitamu kama ndimu kwa  Otieno
sw	Alikua mrefu kama mlingoti
sw	Alikua mfupi kama nyundo
sw	Gari lake ni dhahabu
sw	Gari lake li la thamani kama nguo za mitumba
sw	Onyango amekua maziwa ya kuku
sw	Onyango amekuwa kama mawingu angani
sw	Kipchoge ni risasi
sw	Kipchoge ni konokono
sw	Alikua akanenepa kama nguruwe
sw	Hakukula, ni mwembamba kama sindano
sw	Alikua na bahati kama ya mtende kupata udhamini wa kusomea ulaya
sw	Alikuwa na bahati kama ya mwizi ambaye arobaini zake zimewadia
sw	Maria aliruka juu kama Masai
sw	Maria aliruka juu kama kobe
sw	Alikuwa na meno yenye weupe wa maziwa
sw	Alikuwa na meno meupe kama giza
sw	Nyumba yake ilikuwa baridi kama barafu tulipoingia
sw	Nyumba yake ilikuwa na joto kama pasi tulipoingia
sw	Angelina alituangalia kwa macho ya vikombe
sw	Angelina alitangalia kwa macho ya chura
sw	Dawa za hospitali ya Nairobi ni chungu kama shubiri
sw	Dawa za hospitali ya Nairobi ni chungu kama sukari
sw	Sinema za Nairobi zina bei ghali kama dhahabu
sw	Sinema za Nairobi zina bei ghali kama nguo za mitumba
sw	Milango ya benki jijini ni ndogo kama tundu la sindano
sw	Milango ya benki jijini ni Pana kama uwanja wa kandanda
sw	Ukiwa Nakuru, Kitengela ni mbali kama Ng'ambo kwa baiskeli
sw	Ukiwa Nakuru, Kitengela ni mbali kama nafasi kati ya macho
sw	Vijana wa soka huwa pumbavu kama kondoo kwa masomo
sw	Vijana wa soka huwa pumbavu kama nyani kwa masomo
sw	Sofia na Fred walikuwa chanda na pete
sw	Sofia na Fred walikuwa mafuta na maji
sw	Bahari ya Hindi inameremeta kama Tausi msimu huu wa Krismasi
sw	Bahari ya hindi inameremeta kama shimo la taka msimu huu wa Krismasi
sw	Qatar imeng'aa kama anga kwa kombe la dunia
sw	Qatar imeng'aa kama soko la Gikomba kwa ajili ya kombe la dunia
sw	Nilifura kama andazi nilipolazimishwa kuenda kwenda Naivasha
sw	Nilihuzunika kama kibogoyo aliyepata meno nilipoenda Naivasha
sw	Usikue mkia wa mbuzi kwa maelekezo ya wazazi wako
sw	Unafaa kuwa bendera kwa malekezo ya wazazi wako
sw	Wakaazi wa dandora ni wazembe kama kupe
sw	Wakaazi wa dandora wana bidii kama ya mchwa
sw	Somo la Kemia huwa tulivu kama mtungi wa maji
sw	Wanafunzi huwa na Kelele kama Chiriku wakati wa somo la Kemia
sw	Hell's Gate imefichika kama siri katika bonde la ufa
sw	Hell's Gate ni sehemu iliyo wazi Kama mchana katika bonde la ufa
sw	Kipchoge aling'aa kama anga katika mbio za dunia
sw	Kipchoge aling'aa kama mawe katika mbio za dunia
sw	Ikulu ya rais ni manukato usiku na mchana
sw	Ikulu ya rais inanuka kama kidonda usiku na mchana
sw	Wanakwaya wale wana sauti kama kinanda
sw	Wanawkwaya wale wana sauti mbaya kama chura
sw	Ninamdhamini mke wangu kama moyo
sw	Ninamdhamini mke wangu kama taka
sw	Ifikapo kwa maria, bernard alikuwa mwenye macho kama jongoo
sw	Bernard alikuwa na macho ya Tai kwa maovu ya Maria
sw	Jirani yangu ni shetani
sw	Jirani yangu ana roho nzuri kama malaika
sw	Mjomba wa Lois anakula kama fisi
sw	Mjomba wa Lois anakula kama mgonjwa mahututi
sw	Jirani yetu ana watoto wengi kama siafu
sw	Jirani yetu ana watoto adimu kama maziwa ya kuku
sw	Visima vya maji kule Marsabit na Moyale vimekauka kama janga
sw	Visima vya maji kule Marsabit na Moyale vina maji kama ziwa Victoria
sw	Wanafunzi husimama imara kama uti wa mgondo bendera inapopandishwa
sw	Wanafunzi huyumba kama mawimbi bendera inapopandishwa
sw	Mkutano wa walimu ulikuwa miaka na mikaka
sw	Mkutano wa walimu ulikawia kama mngurumo wa radi
sw	Watoto wake hufuatana kama siafu
sw	Watoto wake ni kama jua na mwezi
sw	Maria ni tabibu wa moyo wangu
sw	Maria ni chuma cha moto kwa moyo wangu
sw	Wangari alikataa kuyafuata maelezo yetu kama sikio la kufa
sw	Wangari aliyatii maelezo yetu kama kijakazi wa mfalme
sw	Nilimpenda Jeptoo, nikawa kivuli chake
sw	Nilimpenda Jeptoo lakini tulitorokana kama jua na mwezi
sw	Uwepo wake ni mtulivu  kama manukato kwangu
sw	Uwepo wake ni mtulivu kama tawi kwenye dhoruba 
sw	Baba ya Alice ni pilipili
sw	Baba ya Alice ni mkali kama nzi
sw	Chokoraa wa Nairobi wamezurura kama Mbwakoko
sw	Chokoraa wa Nairobi wametulia leo kama mtoto aliyelala
sw	Muziki wa Kenya ulikuwa wa huruma kama aliyefiwa
sw	Muziki wa Kenya ulikuwa wa huruma kama aliyeshinda Lotto
sw	Dennis hutembea haraka kama anayefwatwa gizani akienda shuleni
sw	Dennis hutembea taratibu kama Bi harusi akienda shuleni
sw	Nyumba yake ilikuwa na joto kama jiko
sw	Nyumba yake ilikuwa na joto kama jokofu
sw	Dada yake ni mkubwa kama tembo
sw	Dada yake ni mkubwa kama tundu la sindano
sw	Imani yake ilikuwa na nguvu kama chuma
sw	Imani yake ilikuwa na nguvu kama kijiti kilichoshikilia ndovu
sw	Maswali hayo yalikuwa mboga
sw	Maswali hayo yalikuwa mawe
sw	Macho ya kijana huyo yalikuwa mekundu kama damu
sw	Macho ya kijana huyo yalikuwa mekundu kama maziwa
sw	Eneo hilo lilikuwa na kelele kama mtoto aliyeachwa
sw	Eneo hilo lilikuwa na kelele kama mtungi wa maji
sw	Alipenda kula chakula na pilipili kama mhindi
sw	Alipenda kula chakula na pilipili kama mtoto
sw	Walikuwa pamoja kama nywele kwa nyingine
sw	Walikuwa pamoja kama Marekani na Kenya
sw	Alikuwa mwerevu kama sungura
sw	Alikuwa mwerevu kama samaki
sw	Kwake kulikuwa na joto kama jehanamu
sw	Kwake kulikuwa na joto kama chini ya bahari
sw	Mtoto aliyejifungua alikuwa nanga
sw	Mtoto aliyejifungua alikuwa mabawa
sw	Sebule yake ilikuwa telezi kama siagi
sw	Sebule yake ilikuwa telezi kama kokoto
sw	Alinipendeza kama sharubati 
sw	Alinipendeza kama mtoto asieacha kulia
sw	Alituchelewesha kwa kuwa na miguu ya kobe
sw	Hakutuchelewesha kwa kuwa na  miguu kama ya swara
sw	Alichomwa na jua kama mpasua-mawe siku nzima
sw	Alichomwa na jua kama mgonjwa aliye kwenye wodi
sw	Mtihani ulipokaribia, Otieno alibadilika mchwa
sw	Mtihani ulipokaribia, Otieno alisalia kuwa mchwa
sw	Matumaini yake yalipanda kama ndege alipopata habari
sw	Matumaini yake yalipanda kama changarawe alipopata habari
sw	Mama Aziza na dada yake walikuwa shilingi kwa nyingine
sw	Mama Aziza na dada yake walikuwa usiku na mchana
sw	Mama Otis alipenda busu la mumewe kama asali
sw	Mama Otis alipenda busu la mumewe kama Mungu apendavyo dhambi
sw	Sandra alituandalia chakula kitamu kama asali
sw	Sandra alituandalia chakula kitamu kama ndimu
sw	Beatrice alimtumainin mumewe kama tasa anayetafuta mtoto
sw	Beatrice alimtumainini mumewe kama mja aliyehukumiwa kifo
sw	Wafula alikuwa shupavu kama mwanajeshi akitembea gizani
sw	Wafula alitembea gizani akuwa shupavu kama kondoo anayeingizwa kichinjioni
sw	Maria aliingia kwangu akinukia manukato kama binti ya malkia
sw	Maria aliingia kwangu akinuka kama kondoo aliyenyeshewa
sw	Dennis alikuwa na haraka kama risasi
sw	Dennis alikuwa na haraka kama ndumakuwili
sw	Polisi hukushuku ukiwa na wasiwasi kama mwizi
sw	Polisi hawawezi kukushuku ukiwa mtulivu kama bahari
sw	Garissa kumejaa upepo kama ufuo wa bahari
sw	Garissa kumejaa upepo kama ndani ya kisima
sw	Wananchi walijaa kama mchanga kumskiza rais
sw	Wananchi walijitokeza kwa wingi kama mayai ya Ng'ombe kumskiza rais
sw	Wabunge ni fisadi kama polisi
sw	Wabunge ni fisadi kama kasisi
sw	Lesly ni kigeugeu kama Kinyonga
sw	Lesly ni kigeugeu kama mwanasiasa
sw	Beatrice alikaidi masharti kama mbuzi anayechezewa kinanda
sw	Beatrice alikaidi masharti kama mlinzi wa malkia
sw	Umemaliza shule ukakuwa maarufu kama rais wa nchi
sw	Umemaliza shule ukakuwa maarufu kama mtoto wa kati
sw	Roho yake ilikuwa kufuli lililofungwa
sw	Roho yake ilikuwa mchana wa jua
sw	Anette ana Mikono laini kama mto
sw	Anette ana mikono laini kama changarawe
sw	Ala! Benjamin una haraka kama ambulensi iliyo na mgonjwa mahututi
sw	Ala! Benjamin, Una haraka kama siafu aliyebeba kitoweo
sw	Muangalie anavyong'aa nyusoni kama nyota
sw	Muangalie anavyong'aa nyusoni kama chokoraa
sw	Olentuku alipoibiwa mshale alijihurumia kama mtoto yatima
sw	Olentuku alipoibiwa mshale alijihurumia kama mtoto wa mfalme
sw	Khalid hutoa tabasamu ya dhahabu anapomuona Michelle
sw	Khalid hutoa tabasamu ya kibogoyo anapomuona Michelle
sw	Mkora alikuwa na werevu kama nyani alipotuibia
sw	Mkora alikuwa na werevu kama kondoo alipojaribu kutuibia
sw	Tony ana Miguu mikubwa kama Nyani
sw	Tony ana Miguu ndogo kama siafu
sw	Maria alikuwa na wasiwasi kama mtoto aliyepoteza pesa za mamaye
sw	Maria alikuwa na wasiwasi kama Ng'ombe aliyeshiba alipoitwa ofisini mwa mwalimu mkuu
sw	Tunashauriwa kuwa waangalifu kama daktari tunapovuka barabara
sw	Wao huwa waangalifu kama walevi wanapovuka barabara
sw	Alikuwa jiwe alipojaribu kuongea naye
sw	Alitega sikio kama mama wa mboga sokoni
sw	Bibi Arusi alitembea kama tausi 
sw	Bi Arusi alitembea kama mlevi
sw	Safari yake ilikuwa mlima Kilimanjaro
sw	Safari yake ilikuwa ndefu kama unywele
sw	Mwizi aliposhikwa aligongwa kama kandanda
sw	Mwizi aliposhikwa aligongwa kama mtoto agongwavyo alale
sw	Polisi wana roho ya shetani
sw	Polisi wana roho ya mtoto
sw	Jane ana sura nyororo kama ngano
sw	Jane ana sura ngumu kama chura
sw	Kaka ya Tom ana uwezo wa kunusia kama mbwa
sw	Kaka ya Tom ana uwezo wa kunusia kama samaki
sw	Mutuku amesimama kama bendera ya chifu
sw	Mutuku amesimama wima kama sukuma wiki siku ya upepo
sw	Boma la kina Antony ni uwanja wa ndege
sw	Boma la kina Antony ni kibanda
sw	Maria hana msimamo, ni bendera
sw	Maria huwa na msimamo, ni uti wa mgongo
sw	Mchuuzi huwa kasuku anapowasili
sw	Mchuuzi huwa usiku wa manane anapowasili
sw	Antony alilelewa akuwe kupe kwa wengine
sw	Antony alilelewa akuwe imara kama simba
sw	Jana nilikuwa nimeshikamaa kama guluu
sw	Jana nilikuwa nimeshikamana kama changarawe
sw	Janice alipofika nyumbani, alikula kama nguruwe
sw	Janice alipofika nyumbani, alikula kama mgonjwa aliyepoteza hamu
sw	Wafungwa wengi hufanyishwa kazi kama punda kama adhabu
sw	Wafungwa wengi hufanyishwa kazi kama paka wa nyumbani
sw	Wafisadi serekalini watabebeshwa mbio kama gari la miraa
sw	Wafisadi serekalini wanabebeshwa mbio kama kreti la mayai
sw	Usifanye kazi nyingi kisha ulale kama paka
sw	Alikuwa amechoka akalala kama Mamba
sw	Henry ana miguu mirefu kama mbuni
sw	henry ana miguu mirefu kama jongoo
sw	ALipotushuku alituangalia kwa macho kali kama tai
sw	Alikuwa na macho kali jama jongoo tulipoingia
sw	Omar alioa binti mwenye umbo zuri kama chupa
sw	Omar alioa binti mwenye umbo zuri kama nambari nane
sw	Gerad alisoma akajua mengi kama mtandao
sw	Gerad alisoma na akajua mengi kama mtoto mchanga
sw	Roho ya imani ni msitu
sw	Roho ya imani ni jua la mchana
sw	Onyango ni kipaza sauti
sw	Onyango ni mtungi wa maji
sw	Kimani alimdekeza mpenzi wake kama yai
sw	Kimani alimdekeza mpenzi wake kama punda
sw	Alipata ukumbi umejaa kama laini ya kupiga kura
sw	Alipata ukumbi umejaa kama jangwa
sw	Rossie alikuwa mjeuri kama mtoto aliyekataa kula
sw	Rossie alikuwa mjeuri kama mtundu aliyeitiwa chakula
sw	Alivalia rinda jeupe kama mawingu siku yake ya kubatizwa
sw	Alivalia rinda jeupe kama makaa siku yake ya kubatizwa
sw	Bibi ya John alirauka mapema kama jimbi kuenda kazini
sw	Bibi ya John alirauka mapema kama kuku mgonjwa kuenda kazini
sw	Leah ana viatu maridadi kama almasi
sw	Leah ana viatu maridadi kama makaa
sw	Mke wake hapendi kelele, anapenda kubembelezwa kama mtoto
sw	Mke wake hapendi kelele, anapenda kubembelezwa kama mfungwa
sw	Ombi lake la kazi lilichukuwa muda kama ahadi za serikali
sw	Ombi lake la kazi lilichukuwa muda kama mngurumo wa radi
sw	Walimvamia mwizi kama mvua Gikomba alipokamatwa
sw	Walimvamia mwizi kama vipepeo walipomshika
sw	Aliumia kama mwizi aliyepigwa na umati
sw	Aliumia kama mja aliyeumwa na mbu
sw	Mume wa Sofia ni Katili kama muasi
sw	Mume wa sofia ni Katili kama jongoo
sw	Alituletea mtoto msumbufu kama nyani
sw	Alituletea mtoto msumbufu kama maiti
sw	Nikiwa mtoto nilipenda kuzurura kama mbwakoko
sw	Nikiwa mtoto nilipenda kuzurura kama milima
sw	Alipojifungua, alianza kuwajibika kama mwanafunzi anayekalia mtihani wa kitaifa
sw	Alipojifungua, alianza kuwajibika kama chokoraa mapipani
sw	Alipogonjeka, alianza kuwa mdhaifu kama barafu iliyowekwa kwa jua
sw	Alipongojeka, alianza kuwa mdhaifu kama almasi
sw	Alitarajia kuishi maisha marefu kama  mabonde na mito
sw	Alitarajia kuishi maifa marefu kama nzi
sw	Janet ni ua la waridi
sw	Janet ni kiganja cha moto
sw	Ujumbe wa kifo chake ulienea kama upepo
sw	Ujumbe wa kifo chake ulienea kama upepo
sw	Nyumbani kwa seneta ni kuzuri kama binguni
sw	Nyumbani kwa seneta ni kubaya kama jehanamu
sw	Jamal ni jiwe ukijaribu kumshawishi
sw	Jamal ni mwepesi wa kushawishi kama upepo
sw	Ivan ni mrefu kama twiga
sw	Ivan ni mrefu kama kucha
sw	Maskini wa Kenya huvaa matambara kama chokoraa
sw	Maskini wa Kenya huvaa matambara kama mfalme
sw	Leo nje kuna kelele kama tingtinga
sw	Leo nje kuna kelele kama bubu
sw	Mtoto wa Jane ni Mwepesi kama karatasi
sw	Mtoto wa Jane ni mwepesi kama nanga
sw	Watoto wa shule za Nairobi ni wembe
sw	Watoto wa shule za Nairobi ni Kondoo
sw	Tumbo la Maria lilinenepa kama sayari alipopata ujauzito
sw	Tumbo la Maria lilinenepa kama mbegu ya pera alipopata ujauzito
sw	Mshindi wa Lotto ni tajiri kama rais
sw	Mshindi wa Lotto ashakuwa tajiri kama fundi wa viatu
sw	Mlango wa uwanja wa Kasarani ni pana kama bahari
sw	Mlango wa uwanja wa Kasarani ni pana kama tundu la sindano
sw	Akikasirika anakuwa na mioto kama mvuke
sw	Akikasirika anakuwa na mioto kama barafu
sw	Sebule ya James ni nyekundu kama damu
sw	Sebule ya James ni nyekundu kama maziwa
sw	Unafaa uwe macho kama mlinzi wa usiku usiibiwe Nairobi
sw	Unafaa uwe macho kama jongoo usiibiwe Nairobi
sw	Sherehe za wazungu huwa na vinywaji kali kama ndimu
sw	Sherehe za wazungu huwa na vinywaji kali kama asali
sw	Jirani yatu ana akili tupu kama pipa
sw	Jirani yetu ana akili tupu kama bahari
sw	Mapenzi yanafaa kuwa na amani kama jua la jioni
sw	Mapenzi yanafaa kuwa na amani kama kilabu
sw	Mbwa wa polisi ni hatari kama umeme
sw	Mbwa wa polisi ni hatari kama sungura
sw	Siku za Krismasi zimekaribia kama jino kwa lingine
sw	Siku za Krismasi zimekaribia kama jua na mwezi
kn	ಆ ಸ್ಥಳವು ಆಸ್ಪತ್ರೆ ರೀತಿ ಶುಚಿಯಾಗಿದೆ.
kn	ಆ ಸ್ಥಳವು ಮೀನಿನ ಮಾರುಕಟ್ಟೆ ರೀತಿ ಶುಚಿಯಾಗಿದೆ.
kn	ಆ ಪ್ರದೇಶ ಯುದ್ಧ ಭೂಮಿಯಷ್ಟು ಹಿಂಸೆಯಿಂದ ಕೂಡಿದೆ.
kn	ಆ ಪ್ರದೇಶ ದೇವಸ್ಥಾನದಷ್ಟು ಹಿಂಸೆಯಿಂದ ಕೂಡಿದೆ.
kn	ಅವರ ಬಾಂಧವ್ಯ ಸ್ನೇಹಿತರ ಹಾಗೆ ಗಟ್ಟಿಯಿದೆ.
kn	ಅವರ ಬಾಂಧವ್ಯ ಶತ್ರುಗಳು ಹಾಗೆ ಗಟ್ಟಿಯಿದೆ.
kn	ಆ ಜಾಗವು ದೇವಸ್ಥಾನದಷ್ಟು ನಿಶ್ಯಬ್ದವಾಗಿದೆ.
kn	ಆ ಜಾಗವು ಟ್ರಾಫಿಕ್ ಜಾಮ್ನಷ್ಟು ನಿಶ್ಯಬ್ದವಾಗಿದೆ.
kn	ಅವನು ವೃದ್ಧನಷ್ಟು ದುರ್ಬಲನಿದ್ದಾನೆ
kn	ಅವನು ಯುವಕನಷ್ಟು ದುರ್ಬಲನಿದ್ದಾನೆ
kn	ಅವನು ಯುವಕನಷ್ಟು ಬಲಿಷ್ಠನಿದ್ದಾನೆ.
kn	ಅವನು ವೃದ್ಧನಷ್ಟು ಬಲಿಷ್ಠನಿದ್ದಾನೆ.
kn	ಅದು ರಕ್ತದಂತೆ ಕೆಂಪು ಬಣ್ಣ ಹೊಂದಿದೆ.
kn	ಅದು ನೀರಿನಂತೆ ಕೆಂಪು ಬಣ್ಣ ಹೊಂದಿದೆ.
kn	ಅದರ ವೇಗ ಆಮೆಯಷ್ಟು ನಿಧಾನವಾಗಿದೆ.
kn	ಅದರ ವೇಗ ಮೊಲದಷ್ಟು ನಿಧಾನವಾಗಿದೆ.
kn	ಆ ವಸ್ತು ಟೆಲಿಫೋನ್ನಷ್ಟು ಹಳೆಯದು.
kn	ಆ ವಸ್ತು ಮೊಬೈಲ್ನಷ್ಟು ಹಳೆಯದು.
kn	ಆಹಾರವು ರಾಗಿಯಂತೆ ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ.
kn	ಆಹಾರವು ಮ್ಯಾಗಿ ಯಂತೆ ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ.
kn	ಆ ಪ್ರದೇಶ ಆಟದ ಮೈದಾನದಂತೆ ವಿಶಾಲವಾಗಿದೆ.
kn	ಆ ಪ್ರದೇಶ ಕ್ಲಾಸ್ ರೂಮ್ನಂತೆ ವಿಶಾಲವಾಗಿದೆ.
kn	ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಚಾಂಪಿಯನ್ ರಂತೆ ಇತ್ತು.
kn	ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಸೋತವರಂತೆ ಇತ್ತು.
kn	ಅದು ಫುಟ್ಬಾಲ್ ನಷ್ಟು ಗಾತ್ರ ಹೊಂದಿದೆ.
kn	ಅದು ಗಾಲ್ಫ್ ಬಾಲ್ ನಷ್ಟು ಗಾತ್ರ ಹೊಂದಿದೆ.
