startphrase,ending1,ending2,labels
She had a butt like a stack of office paper,Her butt was fat and round,Her butt was flat and uninteresting,1
Watching that TV show was like going to the dentist,Watching the TV show was boring and painful,Watching the TV show was so good it was an almost otherworldly experience,0
Watching that TV show was like sitting in on a Ted talk by God himself,Watching the TV show was boring and painful,Watching the TV show was so good it was an almost otherworldly experience,1
The air was as fresh as a flower,The air smelled fresh.,The air smelled horrible.,0
The air was as fresh as a landfill,The air smelled fresh.,The air smelled horrible.,1
you are as bright as the night,You are dumb,You are smart,0
you are as bright a star,You are dumb,You are smart,1
The dress fits as well as a condom,The dress fits well.,The dress fits terribly.,0
The dress fits as well as sweatpants,The dress fits well.,The dress fits terribly.,1
The air in the town often has the fragrance of An open sewer,The air in the town smelled bad,The air in the town smelled good,0
The air in the town often has the fragrance of A field of flowers,The air in the town smelled bad,The air in the town smelled good,1
The oil inventory in the store rang of A struggling business,The oil inventory was sparse,The oil inventory was plentiful,0
The oil inventory in the store rang of A business in the land of plenty,The oil inventory was sparse,The oil inventory was plentiful,1
The portrayal of the historic figure in the play was As fake as a three-dollar bill,The portrayal of the historic figure is phony,The portrayal of the historic figure is well done,0
The portrayal of the historic figure in the play was As solid as a brick wall,The portrayal of the historic figure is phony,The portrayal of the historic figure is well done,1
It has the lifespan of a Jurupa Oak tree clone,It lives for a long time,It doesn't have long to live,0
It has the lifespan of a drunkard on a busy highway,It lives for a long time,It doesn't have long to live,1
The shampoo has the moisturizing power of a lotion made by Poseidon,It moisturizes very well,It doesn't moisturize well,0
The shampoo has the moisturizing power of a desert horned lizard,It moisturizes very well,It doesn't moisturize well,1
The goat had the drowsiness of a sloth after downing a bottle of melatonin,The goat was very drowsy,The goat was wide awake and alert,0
The goat had the drowsiness of a robber during a home invasion,The goat was very drowsy,The goat was wide awake and alert,1
Her hair was her armor,Her hair made her feel confident.,Her hair made her feel insecure.,0
Her hair was her Achilles heel.,Her hair made her feel confident.,Her hair made her feel insecure.,1
The roadtrip was an all out assault.,The roadtrip was extremely stressful,The roadtrip was relaxing.,0
The roadtrip was a massage on wheels.,The roadtrip was extremely stressful,The roadtrip was relaxing.,1
The man had the presence of a tower,The man was noticeable and had lots of presence.,"The man was unnoticed, and lacked presence.",0
The man had the presence of a mouse,The man was noticeable and had lots of presence.,"The man was unnoticed, and lacked presence.",1
Her passion for school was a fire,She had a lot of passion for school,She had very little passion for school,0
Her passion for school was a drip,She had a lot of passion for school,She had very little passion for school,1
The chemical burn was the size of Texas,The burn was big,The burn was tiny,0
The chemical burn was the size of a flea,The burn was big,The burn was tiny,1
His test questions had the difficulty of string theory,The questions were hard,The questions were easy,0
His test questions had the difficulty of the ABC's,The questions were hard,The questions were easy,1
The movie was as predictable as a hungry baby crying,The movie could be totally predicted.,The movie couldn't be predicted at all.,0
The movie was as predictable as San Francisco's weather,The movie could be totally predicted.,The movie couldn't be predicted at all.,1
The girl gets as much attention as a diamond ring,The girl gets showered with attention.,The girl doesn't get any attention at all.,0
The girl gets as much attention as a paper bag,The girl gets showered with attention.,The girl doesn't get any attention at all.,1
The girl's friends were as flaky as pie crust,The girl's friends were unreliable.,The girl's friends were totally reliable.,0
The girl's friends were as flaky as a bar of iron,The girl's friends were unreliable.,The girl's friends were totally reliable.,1
The meeting was an ant colony of ideas.,There were a lot of ideas being shared at the meeting.,The meeting had a total lack of ideas.,0
The meeting was a cold desert of ideas.,There were a lot of ideas being shared at the meeting.,The meeting had a total lack of ideas.,1
He had the graciousness of a king at court.,He was very gracious.,He was not very gracious.,0
He had the graciousness of a jester at court.,He was very gracious.,He was not very gracious.,1
Their marriage had the passion of a starving artist.,Their marriage is very passionate.,Their marriage is not very passionate.,0
Their marriage had the passion of sleeping tortoise.,Their marriage is very passionate.,Their marriage is not very passionate.,1
Our relationship was a leap from an airplane.,The relationship was exciting but frightening.,The relationship was peaceful.,0
Our relationship was a nap in the woods.,The relationship was exciting but frightening.,The relationship was peaceful.,1
the house was as beautiful as a painting,the house was pretty,the house was ugly,0
the house was as beautiful as a sick bear,the house was pretty,the house was ugly,1
The boy's tongue was as sharp as a scalpel.,The boy's speech was incisive.,The boy's speech was dull.,0
The boy's tongue was as sharp as beach ball.,The boy's speech was incisive.,The boy's speech was dull.,1
She is as bright as A rusted nail,She is dumb,She is smart,0
She is as bright as 100watt bulb,She is dumb,She is smart,1
The fish is as elusive as A unicorn,It is hard to find,It is easy to find,0
The fish is as elusive as A blowhorn,It is hard to find,It is easy to find,1
The house was as silent as a locomotive,The house was not silent,The house was silent,0
The house was as silent as a tomb,The house was not silent,The house was silent,1
The pillow is as soft as cotton,The pillow is soft,The pillow is not soft,0
The pillow is as soft as a concrete block,The pillow is soft,The pillow is not soft,1
The book was as enjoyable as a day at the fair,The book was enjoyable,The book was not enjoyable,0
The book was as enjoyable as a funeral,The book was enjoyable,The book was not enjoyable,1
Dinner was a symphony,The dinner was delightful and full of complex flavors that all worked well together,The dinner was boring with little flavor,0
Dinner was as flat as a single note played on a recorder,The dinner was delightful and full of complex flavors that all worked well together,The dinner was boring with little flavor,1
The homework was as difficult as rocket science,The homework was difficult,The homework was simple.,0
The homework was as difficult as saying your alphabet,The homework was difficult,The homework was simple.,1
He weighs as much as a thimble.,He is very light.,He is very heavy.,0
