ending1	ending2	labels	startphrase	valid	Obj	Vis	Soc	Cul
Seminarnya dilaksanakan secara amatiran.	Seminarnya dilaksanakan secara profesional.	0	Seminar ini seakan dilaksanakan oleh anak SMA.	1			1	
Seminarnya dilaksanakan secara amatiran.	Seminarnya dilaksanakan secara profesional.	1	Seminar ini seakan dilaksanakan oleh penyelenggara Piala Dunia.	1			1	
Seminarnya sangat formal.	Seminarnya sangat informal.	0	Seminar kali ini rasanya seperti pertemuan dengan presiden. .	1			1	
Seminarnya sangat formal.	Seminarnya sangat informal.	1	Seminar kali ini rasanya seperti kumpul-kumpul di tongkrongan. .	1			1	
Teknik pengobatan itu efektif.	Teknik pengobatan itu tidak efektif.	0	Teknik pengobatan tersebut seefektif membasmi nyamuk dengan Baygon.	1			1	
Teknik pengobatan itu efektif.	Teknik pengobatan itu tidak efektif.	1	Teknik pengobatan tersebut seefektif menangkap lalat dengan sumpit.	1			1	
Giginya tajam.	Giginya tumpul.	0	Giginya setajam pisau bedah.	1	1			
Giginya tajam.	Giginya tumpul.	1	Giginya setajam pisau plastik.	1	1			
Hidup di Jakarta sangat mudah.	Hidup di Jakarta sangat sulit.	0	Hidup di Jakarta itu semudah mengedipkan mata.	1			1	
Hidup di Jakarta sangat mudah.	Hidup di Jakarta sangat sulit.	1	Hidup di Jakarta itu semudah menggendong gajah.	1			1	
Bicaranya meyakinkan dan bersemangat.	Bicaranya tidak meyakinkan dan tidak bersemangat.	0	Gaya bicaranya seperti orator saat demo mahasiswa.	1			1	
Bicaranya meyakinkan dan bersemangat.	Bicaranya tidak meyakinkan dan tidak bersemangat.	1	Gaya bicaranya seperti orang yang demam panggung.	1			1	
Potongan bawangnya halus.	Potongan bawangnya kasar.	0	Potongan bawangnya seperti butiran pasir.	1	1			
Potongan bawangnya halus.	Potongan bawangnya kasar.	1	Potongan bawangnya seperti kerikil.	1	1			
Instruksi pada buku itu membingungkan.	Instruksi pada buku itu jelas.	0	Mengikuti instruksi pada buku tersebut seperti menelurusi labirin gelap.	1			1	
Instruksi pada buku itu membingungkan.	Instruksi pada buku itu jelas.	1	Mengikuti instruksi pada buku tersebut seperti menelusuri Jakarta dengan GPS.	1			1	
Kamarnya kosong.	Kamarnya penuh barang.	0	Kamarnya sekosong saldo mahasiswa di akhir bulan.	1			1	
Kamarnya kosong.	Kamarnya penuh barang.	1	Kamarnya sekosong jadwal rapat direktur perusahaan.	1			1	
Dia sangat bersemangat.	Dia tidak antusias.	0	Antusiasmenya seperti bocah yang menonton kartun di pagi hari.	1			1	
Dia sangat bersemangat.	Dia tidak antusias.	1	Antusiasmenya seperti mahasiswa yang menghadiri kuliah pagi setelah begadang.	1			1	
tasnya besar.	tasnya kecil.	0	Pria itu membawa tas sebesar patung Pancoran.	1	1			
tasnya besar.	tasnya kecil.	1	Pria itu membawa tas sebesar upil.	1	1			
Pemuda itu tidak bisa diatur.	Pemuda itu mudah diatur.	0	Pemuda itu bertingkah seperti anjing rabies.	1	1			
Pemuda itu tidak bisa diatur.	Pemuda itu mudah diatur.	1	Pemuda itu bertingkah seperti anjing polisi.	1	1			
larinya cepat.	larinya lambat.	0	Larinya seperti kuda.	1	1			
larinya cepat.	larinya lambat.	1	Larinya seperti kura-kura.	1	1			
Dia adalah orang yang memiliki pengaruh di desanya.	Dia adalah orang yang tidak berguna di desanya.	0	Dia adalah tokoh masyarakat di desanya.	1			1	
Dia adalah orang yang memiliki pengaruh di desanya.	Dia adalah orang yang tidak berguna di desanya.	1	Dia adalah sampah masyarakat di desanya.	1			1	
Candra selalu melakukan sesuatu supaya mendapat pujian di hadapan teman-temannya.	Candra selalu  berpaling di hadapan teman-temannya.	0	Candra selalu cari muka di hadapan teman-temannya.	1			1	
Candra selalu melakukan sesuatu supaya mendapat pujian di hadapan teman-temannya.	Candra selalu  berpaling di hadapan teman-temannya.	1	Candra selalu buang muka di hadapan teman-temannya.	1			1	
Kulitmu halus.	Kulitmu kasar.	0	Kulitmu bagai sutera .	1	1			
Kulitmu halus.	Kulitmu kasar.	1	Kulitmu bagai parutan kelapa .	1	1			
Jalanan ini ramai.	Jalanan ini sepi.	0	Jalanan ini seramai acara temu sapa dengan artis ternama.	1			1	
Jalanan ini ramai.	Jalanan ini sepi.	1	Jalanan ini seramai hutan belantara.	1	1			
Mencari orang jujur sulit.	Mencari orang jujur mudah.	0	Zaman sekarang, mencari orang jujur bagai mencari jarum di tumpukan jerami.	1			1	
Mencari orang jujur sulit.	Mencari orang jujur mudah.	1	Zaman sekarang, mencari orang jujur bagai  mencari bunga di taman.	1			1	
Badannya seksi.	Badannya gemuk.	0	Badannya seperti gitar Spanyol.	1	1			
Badannya seksi.	Badannya gemuk.	1	Badannya seperti drum minyak.	1	1			
Senyum ibuku menenangkan.	Senyum ibuku menakutkan.	0	Senyum ibuku seindah embun pagi.	1	1			
Senyum ibuku menenangkan.	Senyum ibuku menakutkan.	1	Senyum ibuku seindah senyum joker.	1	1			1
Suhu badannya Panas.	Suhu badannya dingin.	0	Suhu badannya seperti api.	1	1			
Suhu badannya Panas.	Suhu badannya dingin.	1	Suhu badannya seperti es.	1	1			
Kakak membeli baju baru yang murah.	Kakak membeli baju baru yang mahal.	0	Kakak membeli baju baru seharga tahu.	1	1			
Kakak membeli baju baru yang murah.	Kakak membeli baju baru yang mahal.	1	Kakak membeli baju baru seharga iPhone.	1	1			
Tempat tinggalku kecil.	Tempat tinggalku besar.	0	Tempat tinggalku seperti gubuk.	1	1			
Tempat tinggalku kecil.	Tempat tinggalku besar.	1	Tempat tinggalku seperti istana.	1	1			
Sewaktu kecil, rambut Fani pendek.	Sewaktu kecil, rambut Fani panjang.	0	Sewaktu kecil, rambut Fani seperti Dora.	1				1
Sewaktu kecil, rambut Fani pendek.	Sewaktu kecil, rambut Fani panjang.	1	Sewaktu kecil, rambut Fani seperti Rapunzel.	1				1
Baginya, menjalani kehidupan rumah tangga menyakitkan.	Baginya, menjalani kehidupan rumah tangga menyenangkan.	0	Baginya, menjalani kehidupan rumah tangga seperti berjalan diatas serpihan kaca.	1			1	
Baginya, menjalani kehidupan rumah tangga menyakitkan.	Baginya, menjalani kehidupan rumah tangga menyenangkan.	1	Baginya, menjalani kehidupan rumah tangga seperti berjalan di taman bunga.	1			1	
Suaranya merdu dan bagus.	Suaranya jelek.	0	Suaranya seperti buluh perindu.	1	1			
Suaranya merdu dan bagus.	Suaranya jelek.	1	Suaranya seperti kaset kusut.	1	1			
Kulit bayi itu putih.	Kulit bayi itu hitam.	0	Kulit bayi itu seperti porselen.	1	1			
Kulit bayi itu putih.	Kulit bayi itu hitam.	1	Kulit bayi itu seperti arang.	1	1			
Adikku cerewet.	Adikku pendiam.	0	Adikku seperti burung beo.	1	1			
Adikku cerewet.	Adikku pendiam.	1	Adikku seperti siput.	1	1			
Anton rajin bekerja.	Anton malas bekerja.	0	Anton bekerja seperti kerbau yang membajak sawah.	1			1	
Anton rajin bekerja.	Anton malas bekerja.	1	Anton bekerja seperti  beruang di musim dingin.	1			1	
Kakak beradik itu suka bertengkar.	Kakak beradik itu rukun.	0	Kakak beradik itu seperti kucing dan tikus.	1			1	
Kakak beradik itu suka bertengkar.	Kakak beradik itu rukun.	1	Kakak beradik itu seperti kerbau dan burung bangau.	1			1	
Tubuh Dinda Ramping dan kurus.	Tubuh Dinda  bulat dan gemuk.	0	Dinda memiliki tubuh seperti lidi.	1	1			
Tubuh Dinda Ramping dan kurus.	Tubuh Dinda  bulat dan gemuk.	1	Dinda memiliki tubuh seperti bola basket.	1	1			
Peserta debat itu memiliki pendirian yang teguh.	Peserta debat itu memiliki pendirian yang plin-plan.	0	Peserta debat itu memiliki pendirian seperti tembok yang kokoh.	1	1			
Peserta debat itu memiliki pendirian yang teguh.	Peserta debat itu memiliki pendirian yang plin-plan.	1	Peserta debat itu memiliki pendirian seperti baling-baling bambu.	1	1			1
Biasanya akhir tahun harga bahan pokok Mahal.	Biasanya akhir tahun harga bahan pokok murah.	0	Biasanya akhir tahun harga bahan pokok melambung tinggi.	1			1	
Biasanya akhir tahun harga bahan pokok Mahal.	Biasanya akhir tahun harga bahan pokok murah.	1	Biasanya akhir tahun harga bahan pokok banting harga.	1			1	
Dia adalah orang yang suka marah.	Dia adalah orang sabar.	0	Dia adalah orang yang sering naik darah.	1			1	
Dia adalah orang yang suka marah.	Dia adalah orang sabar.	1	Dia adalah orang yang lapang dada.	1			1	
Tono membuka usaha dengan modal sedikit.	Tono membuka usaha dengan modal banyak.	0	Tono membuka usaha dengan modal dengkul.	1			1	
Tono membuka usaha dengan modal sedikit.	Tono membuka usaha dengan modal banyak.	1	Tono membuka usaha dengan modal sebakul.	1	1			
Tetangga baru banyak gaya.	Tetangga baru  mati gaya, norak, kampungan.	0	Tetangga baru gayanya setinggi langit.	1	1			
Tetangga baru banyak gaya.	Tetangga baru  mati gaya, norak, kampungan.	1	Tetangga baru gayanya setinggi sandal jepit.	1	1			
Semenjak kamu pergi, hidupku menyenangkan.	Semenjak kamu pergi, hidupku menyedihkan, menderita.	0	Semenjak kamu pergi, hidupku bagai makan buah di surga.	1			1	
Semenjak kamu pergi, hidupku menyenangkan.	Semenjak kamu pergi, hidupku menyedihkan, menderita.	1	Semenjak kamu pergi, hidupku bagai menginjak bara api di neraka.	1			1	
Tingkahnya lucu.	Tingkahnya menyebalkan.	0	Tingkahnya seperti badut yang membuat orang tertawa.	1	1			
Tingkahnya lucu.	Tingkahnya menyebalkan.	1	Tingkahnya seperti tokoh antagonis dalam cerita.	1	1			
Rumahnya Kotor, berantakan.	Rumahnya bersih, rapi.	0	Rumahnya seperti kapal pecah.	1	1			
Rumahnya Kotor, berantakan.	Rumahnya bersih, rapi.	1	Rumahnya seperti istana raja.	1	1			
Ucapanmu baik.	Ucapanmu buruk.	0	Ucapanmu bagai bunga teratai.	1	1			
Ucapanmu baik.	Ucapanmu buruk.	1	Ucapanmu bagai bisa ular.	1	1			
Kisah cinta Rani dan Rino bersatu.	Kisah cinta Rani dan Rino berpisah.	0	Kisah cinta Rani dan Rino seperti keyboard dan mouse.	1	1			
Kisah cinta Rani dan Rino bersatu.	Kisah cinta Rani dan Rino berpisah.	1	Kisah cinta Rani dan Rino seperti minyak dan air.	1	1			
Dahinya lebar.	Dahinya sempit.	0	Dahinya seperti lapangan sepak bola.	1	1			
Dahinya lebar.	Dahinya sempit.	1	Dahinya seperti daun kelor.	1	1			
Jika bertemu kekasihnya, wajahnya senang.	Jika bertemu kekasihnya, wajahnya sedih.	0	Jika bertemu kekasihnya, wajahnya seperti bunga yang baru mekar di taman.	1	1			
Jika bertemu kekasihnya, wajahnya senang.	Jika bertemu kekasihnya, wajahnya sedih.	1	Jika bertemu kekasihnya, wajahnya seperti malam yang mendung tanpa bintang.	1		1		
Tubuhnya pendek, kecil.	Tubuhnya tinggi.	0	Tubuhnya seperti Kurcaci.	1	1			
Tubuhnya pendek, kecil.	Tubuhnya tinggi.	1	Tubuhnya seperti tiang yang tinggi menjulang.	1	1			
Guru Matematika di kelasku galak.	Guru Matematika di kelasku baik.	0	Guru Matematika di kelasku seperti monster.	1			1	
Guru Matematika di kelasku galak.	Guru Matematika di kelasku baik.	1	Guru Matematika di kelasku seperti malaikat.	1			1	
Anton memperlakukan ibunya dengan buruk.	Anton memperlakukan ibunya dengan baik.	0	Anton memperlakukan ibunya seperti kisah dongeng Malin Kundang.	1				1
Anton memperlakukan ibunya dengan buruk.	Anton memperlakukan ibunya dengan baik.	1	Anton memperlakukan ibunya seperti  seorang ratu.	1			1	
Perasaan Sinta terhadap suaminya rapuh.	Perasaan Sinta terhadap suaminya kuat.	0	Perasaan Sinta terhadap suaminya bagai kayu yang dimakan rayap.	1	1			
Perasaan Sinta terhadap suaminya rapuh.	Perasaan Sinta terhadap suaminya kuat.	1	Perasaan Sinta terhadap suaminya bagai rantai kapal yang kuat.	1	1			
Dia adalah anak orang kaya.	Dia adalah anak orang miskin.	0	Dia adalah anak juragan tanah.	1			1	
Dia adalah anak orang kaya.	Dia adalah anak orang miskin.	1	Dia adalah anak pengemis di lampu merah.	1			1	
Jarak rumahku dengan pasar dekat.	Jarak rumahku dengan pasar jauh.	0	Jarak rumahku dengan pasar seperti urat dan nadi.	1	1			
Jarak rumahku dengan pasar dekat.	Jarak rumahku dengan pasar jauh.	1	Jarak rumahku dengan pasar seperti langit dan bumi.	1	1			
Rinduku padamu banyak.	Rinduku padamu sedikit.	0	Rinduku padamu bagai air di samudra.	1	1			
Rinduku padamu banyak.	Rinduku padamu sedikit.	1	Rinduku padamu bagai air di timba.	1	1			
Di kelas, Wildan adalah anak yang pintar.	Di kelas, Wildan adalah anak yang bodoh.	0	Di kelas, Wildan adalah anak yang dijuluki bintang kelas.	0				
Di kelas, Wildan adalah anak yang pintar.	Di kelas, Wildan adalah anak yang bodoh.	1	Di kelas, Wildan adalah anak yang dijuluki otak udang.	0				
Mulutnya harum.	Mulutnya bau.	0	Aroma mulutnya seharum bunga melati.	1	1			
Mulutnya harum.	Mulutnya bau.	1	Aroma mulutnya seharum bunga bangkai.	1	1			
Alis kakak tipis.	Alis kakak tebal.	0	Alis kakak seperti semut beriring.	1	1			
Alis kakak tipis.	Alis kakak tebal.	1	Alis kakak seperti Shin-chan.	1				1
Pedagang itu rugi.	Pedagang itu untung.	0	Pedagang itu bagai terjatuh kemudian tertimpa tangga.	1			1	
Pedagang itu rugi.	Pedagang itu untung.	1	Pedagang itu bagai mendapat durian runtuh.	1			1	
Hidupku terkungkung.	Hidupku bebas.	0	Hidupku bagai burung dalam sangkar.	1			1	
Hidupku terkungkung.	Hidupku bebas.	1	Hidupku bagai burung yang terbang di angkasa.	1			1	
Kecepatan lari atlet maraton asal Indonesia cepat.	Kecepatan lari atlet maraton asal Indonesia lambat.	0	Kecepatan lari atlet maraton asal Indonesia seperti citah yang memburu mangsa.	1			1	
Kecepatan lari atlet maraton asal Indonesia cepat.	Kecepatan lari atlet maraton asal Indonesia lambat.	1	Kecepatan lari atlet maraton asal Indonesia seperti siput yang kelaparan.	1			1	
Kasur ini keras.	Kasur ini empuk.	0	Kasur ini bagai beton.	1	1			
Kasur ini keras.	Kasur ini empuk.	1	Kasur ini bagai bolu.	1	1			
Matanya sipit.	Matanya bulat.	0	Matanya seperti daun bambu.	1	1			
Matanya sipit.	Matanya bulat.	1	Matanya seperti bola pingpong.	1	1			
Mentalnya kuat.	Mentalnya lemah.	0	Mentalnya sekuat baja.	1	1			
Mentalnya kuat.	Mentalnya lemah.	1	Mentalnya sekuat kerupuk.	1	1			
Berada di dekatmu, hatiku gelisah.	Berada di dekatmu, hatiku tenang.	0	Berada di dekatmu, hatiku bagai ombak dalam lautan.	1	1			
Berada di dekatmu, hatiku gelisah.	Berada di dekatmu, hatiku tenang.	1	Berada di dekatmu, hatiku bagai bayi dalam dekapan ibu.	1			1	
Tubuhnya kuat.	Tubuhnya lemah.	0	Tubuhnya seperti tembok beton.	1	1			
Tubuhnya kuat.	Tubuhnya lemah.	1	Tubuhnya seperti ranting pohon.	1	1			
Dia selalu ceria.	Dia  selalu murung.	0	Dia bagaikan Malaikat yang membawa segudang kebahagiaan.	1			1	
Dia selalu ceria.	Dia  selalu murung.	1	Dia bagaikan  padang pasir yang gersang dan tandus.	1	1			
Mengambil pendidikan S3 menderita.	Mengambil pendidikan S3 menyenangkan.	0	Mengambil pendidikan S3 ibarat berlari di atas hamparan beling.	1			1	
Mengambil pendidikan S3 menderita.	Mengambil pendidikan S3 menyenangkan.	1	Mengambil pendidikan S3 ibarat berjalan di taman bunga.	1			1	
Pergi ke Bandung namun tidak wisata kuliner ada yang kurang.	Pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.	0	Pergi ke Bandung namun tidak wisata kuliner bagai makan tanpa minum.	1			1	
Pergi ke Bandung namun tidak wisata kuliner ada yang kurang.	Pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.	1	Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu.	1			1	
Budi makan rakus.	Budi makan irit.	0	Budi makan seolah-olah dia akan mati esok.	1			1	
Budi makan rakus.	Budi makan irit.	1	Budi makan seolah-olah itu makanan terakhir yang dimilikinya.	1			1	
Dito mengendarai mobil sembarangan dan urakan.	Dito mengendarai mobil hati-hati.	0	Dito mengendarai mobil seolah-olah dia anak pemilik jalan.	1			1	
Dito mengendarai mobil sembarangan dan urakan.	Dito mengendarai mobil hati-hati.	1	Dito mengendarai mobil seolah-olah cicilan mobil belum lunas.	1			1	
Mencari kerja di tengah pandemi sulit.	Mencari kerja di tengah pandemi mudah.	0	Mencari kerja di tengah pandemi bak mengajari ayam memanjat pohon.	1			1	
Mencari kerja di tengah pandemi sulit.	Mencari kerja di tengah pandemi mudah.	1	Mencari kerja di tengah pandemi bak mengajari burung beo bernyanyi.	1			1	
Rasa penasaranku tinggi.	Rasa penasaranku rendah.	0	Rasa penasaranku setara dengan burj khalifa.	1	1			
Rasa penasaranku tinggi.	Rasa penasaranku rendah.	1	Rasa penasaranku setara dengan kurcaci.	1	1			
Keluargaku berharga.	Keluargaku beban.	0	Keluargaku adalah hartaku.	1	1			
Keluargaku berharga.	Keluargaku beban.	1	Keluargaku adalah utangku.	1	1			
Kasihku padamu sementara.	Kasihku padamu abadi.	0	Kasihku padamu bagai kayu berselimut api.	1	1			
Kasihku padamu sementara.	Kasihku padamu abadi.	1	Kasihku padamu bagai panasnya api.	1	1			
Kulkas rumahmu serba ada.	Kulkas rumahmu kosong.	0	Kulkas rumahmu seperti kantong Doraemon.	1				1
Kulkas rumahmu serba ada.	Kulkas rumahmu kosong.	1	Kulkas rumahmu seperti saldo tabunganku.	1			1	
Masa depanmu cerah.	Masa depanmu gelap.	0	Masa depanmu layaknya kota Jakarta di malam hari.	1				1
Masa depanmu cerah.	Masa depanmu gelap.	1	Masa depanmu layaknya hutan Alas Purwo di malam hari.	1				1
Pikirannya jernih.	Pikirannya keruh.	0	Pikirannya bak kaca rumah yang baru selesai dibersihkan.	1	1			
Pikirannya jernih.	Pikirannya keruh.	1	Pikirannya bak air cucian ban di bengkel.	1	1			
Mengejar cita-cita sulit.	Mengejar cita-cita mudah.	0	Mengejar cita-cita ibarat mendaki gunung Everest.	1			1	
Mengejar cita-cita sulit.	Mengejar cita-cita mudah.	1	Mengejar cita-cita ibarat membalikkan telapak tangan.	1			1	
Membeli mobil, namun tidak memakainya sia-sia.	Membeli mobil, namun tidak memakainya berguna.	0	Membeli mobil, namun tidak memakainya bak menyapu pasir di pantai.	1			1	
Membeli mobil, namun tidak memakainya sia-sia.	Membeli mobil, namun tidak memakainya berguna.	1	Membeli mobil, namun tidak memakainya bak menampung air dalam ember.	1			1	
Tubuhku dulu tinggi dan kurus.	Tubuhku dulu pendek.	0	Tubuhku dulu sudah seperti tiang listrik.	1	1			
Tubuhku dulu tinggi dan kurus.	Tubuhku dulu pendek.	1	Tubuhku dulu sudah seperti ucok baba.	1				1
Belajar menyetir sulit.	Belajar menyetir mudah.	0	Belajar menyetir adalah perjalanan menuju puncak gunung.	1			1	
Belajar menyetir sulit.	Belajar menyetir mudah.	1	Belajar menyetir adalah perjalanan santai di pinggir pantai.	1			1	
Perjuangan masuk ITB sulit.	Perjuangan masuk ITB mudah.	0	Perjuangan masuk ITB adalah usaha mencium siku sendiri.	1			1	
Perjuangan masuk ITB sulit.	Perjuangan masuk ITB mudah.	1	Perjuangan masuk ITB adalah usaha orang kidal menulis menggunakan tangan kiri.	1			1	
Menikah dengannya mustahil.	Menikah dengannya mungkin.	0	Menikah dengannya itu bagai melihat Yesus ibadah haji.	1				1
Menikah dengannya mustahil.	Menikah dengannya mungkin.	1	Menikah dengannya itu bagai melihat Rihanna konser di Indonesia.	1				1
Kelas ini kotor dan berisik.	Kelas ini bersih.	0	Kelas ini nampak seperti pasar ikan.	1	1			
Kelas ini kotor dan berisik.	Kelas ini bersih.	1	Kelas ini nampak seperti toilet mal mewah.	1	1			
Kulit wajahnya halus.	Kulit wajahnya kasar.	0	Kulit wajahnya bagai tembok bangunan hasil dempul.	1	1			
Kulit wajahnya halus.	Kulit wajahnya kasar.	1	Kulit wajahnya bagai jalan raya belum diaspal.	1	1			
Sudah seminggu ini kampung halamanku ramai.	Sudah seminggu ini kampung halamanku sepi.	0	Sudah seminggu ini kampung halamanku bagai Puncak di akhir pekan.	1			1	1
Sudah seminggu ini kampung halamanku ramai.	Sudah seminggu ini kampung halamanku sepi.	1	Sudah seminggu ini kampung halamanku bagai sekolah di tengah malam.	1			1	
Menyetrika baju melelahkan.	Menyetrika baju menyenangkan.	0	Menyetrika baju adalah perjalanan panjang di padang pasir.	1			1	
Menyetrika baju melelahkan.	Menyetrika baju menyenangkan.	1	Menyetrika baju adalah jalan-jalan di mal mewah.	1			1	
Menunggu season 2 seri ini lama sekali.	Menunggu season 2 seri ini cepat.	0	Menunggu season 2 seri ini bagai berjalan kaki dari Jakarta ke Palembang.	1			1	1
Menunggu season 2 seri ini lama sekali.	Menunggu season 2 seri ini cepat.	1	Menunggu season 2 seri ini bagai kedipan mata.	1			1	
Kedatangannya berkah.	Kedatangannya musibah.	0	Kedatangannya adalah hujan di tengah gurun.	1	1			
Kedatangannya berkah.	Kedatangannya musibah.	1	Kedatangannya adalah banjir di siang bolong.	1	1			
Belajar bahasa Mandarin sulit.	Belajar bahasa Mandarin mudah.	0	Belajar bahasa Mandarin seperti berenang di saat kaki keram.	1			1	
Belajar bahasa Mandarin sulit.	Belajar bahasa Mandarin mudah.	1	Belajar bahasa Mandarin seperti berenang menggunakan pelampung.	1			1	
Cerita film ini kompleks.	Cerita film ini sederhana.	0	Cerita film ini sudah seperti kisah janda buta yang dituduh mencuri sapi padahal ia adalah ibu dari kepala desa setempat.	1			1	
Cerita film ini kompleks.	Cerita film ini sederhana.	1	Cerita film ini sudah seperti satu ditambah satu sama dengan dua.	1			1	
Perbuatanmu berdosa.	Perbuatanmu tidak ada yang salah.	0	Perbuatanmu itu sudah seperti seorang muslim yang menato tubuhnya.	1			1	1
Perbuatanmu berdosa.	Perbuatanmu tidak ada yang salah.	1	Perbuatanmu itu sudah seperti seorang kristian yang merayakan natal.	1			1	1
Hidup itu sulit.	Hidup itu mudah.	0	Hidup adalah perjuangan mencari jarum di tumpukan jerami.	1			1	
Hidup itu sulit.	Hidup itu mudah.	1	Hidup adalah perjuangan membersihkan hati mata.	1			1	
Kesabaranmu panjang.	Kesabaranmu pendek.	0	Kesabaranmu bagaikan jalur kereta api Anyer-Panarukan.	1				1
Kesabaranmu panjang.	Kesabaranmu pendek.	1	Kesabaranmu bagaikan rambut bondol polwan.	1				1
Alur cerita buku ini dalam.	Alur cerita buku ini dangkal.	0	Alur cerita buku ini sedalam samudera Hindia.	1	1			
Alur cerita buku ini dalam.	Alur cerita buku ini dangkal.	1	Alur cerita buku ini sedalam selokan sebelah rumahku.	1	1			
Tulisanmu rapi.	Tulisanmu berantakan.	0	Tulisanmu sudah seperti lemari baju Marie Kondo.	1				1
Tulisanmu rapi.	Tulisanmu berantakan.	1	Tulisanmu sudah seperti hasil gambar anak TK.	1			1	
Pengalamanmu itu berharga.	Pengalamanmu itu tidak berharga.	0	Pengalamanmu itu ibarat lukisan Van Gogh.	1				1
Pengalamanmu itu berharga.	Pengalamanmu itu tidak berharga.	1	Pengalamanmu itu ibarat kertas bungkus gorengan.	1	1			
Pernikahan itu suci.	Pernikahan itu profan.	0	Pernikahan adalah sajadah tempat kita beribadah.	1	1			
Pernikahan itu suci.	Pernikahan itu profan.	1	Pernikahan adalah air liur anjing.	1	1			
Putus cinta itu perih dan menyakitkan.	Putus cinta itu manis dan menyenangkan.	0	Putus cinta ibarat teriris pisau saat mengupas mangga muda.	1			1	
Putus cinta itu perih dan menyakitkan.	Putus cinta itu manis dan menyenangkan.	1	Putus cinta ibarat mengigit apel ranum yang baru dipetik.	1			1	
Perasaanku saat ini bahagia.	Perasaanku saat ini sedih.	0	Perasaanku saat ini seperti anak TK yang dibelikan es krim oleh ibunya.	1			1	
Perasaanku saat ini bahagia.	Perasaanku saat ini sedih.	1	Perasaanku saat ini seperti karyawan yang mendapatkan surat pemecatan dari bosnya.	1			1	
Tas yang dia beli mahal.	Tas yang dia beli murah.	0	Tas yang dia beli seharga uang makanku tiga bulan.	1			1	
Tas yang dia beli mahal.	Tas yang dia beli murah.	1	Tas yang dia beli seharga uang parkir Indomaret.	1				1
Sepatunya langka.	Sepatunya pasaran.	0	Sepatunya sudah seperti badak bercula satu.	1	1			
Sepatunya langka.	Sepatunya pasaran.	1	Sepatunya sudah seperti burung gereja di halaman sekolah.	1			1	
Mengerjakan skripsi sulit dan menderita.	Mengerjakan skripsi mudah dan menyenangkan.	0	Mengerjakan skripsi adalah perjalanan di atas serpihan kaca.	1			1	
Mengerjakan skripsi sulit dan menderita.	Mengerjakan skripsi mudah dan menyenangkan.	1	Mengerjakan skripsi adalah perjalanan di atas karpet bulu.	1			1	
Hidupku manis dan berwarna.	Hidupku monoton dan hitam putih.	0	Hidupku sudah seperti kembang gula anak-anak.	1		1		
Hidupku manis dan berwarna.	Hidupku monoton dan hitam putih.	1	Hidupku sudah seperti kertas hasil fotokopi.	1		1		
Sikapmu padaku dingin.	Sikapmu padaku hangat.	0	Sikapmu padaku bagai kopi sisa semalam.	1	1			
Sikapmu padaku dingin.	Sikapmu padaku hangat.	1	Sikapmu padaku bagai kopi yang baru dibuat.	1	1			
Seorang pelajar harus memiliki jiwa tangguh.	Seorang pelajar harus memiliki jiwa rentan.	0	Seorang pelajar harus memiliki jiwa layaknya atlet olimpiade.	1			1	
Seorang pelajar harus memiliki jiwa tangguh.	Seorang pelajar harus memiliki jiwa rentan.	1	Seorang pelajar harus memiliki jiwa layaknya pasien rumah sakit.	1			1	
Rumah kawanku besar dan mewah.	Rumah kawanku kecil dan sempit.	0	Rumah kawanku sudah bak istana presiden.	1	1			
Rumah kawanku besar dan mewah.	Rumah kawanku kecil dan sempit.	1	Rumah kawanku sudah bak toilet kereta ekonomi.	1	1			
Parfum ini harum.	Parfum ini bau busuk.	0	Parfum baru ini sewangi bunga mawar yang mekar di taman.	1	1			
Parfum ini harum.	Parfum ini bau busuk.	1	Parfum baru ini sewangi bunga bangkai yang mekar di hutan.	1	1			
Gaji yang kuterima kecil.	Gaji yang kuterima besar.	0	Gaji yang kuterima ibarat ukuran sepatu bayi baru lahir.	1	1			
Gaji yang kuterima kecil.	Gaji yang kuterima besar.	1	Gaji yang kuterima ibarat gudang penyimpanan beras bulog.	1	1			
Wajahnya segar.	Wajahnya layu.	0	Wajahnya bak sayuran yang baru dipetik dari kebun.	1	1			
Wajahnya segar.	Wajahnya layu.	1	Wajahnya bak sayuran yang sudah dua minggu di kulkas.	1	1			
Aku dan dia pasangan yang berakhir bahagia.	Aku dan dia pasangan yang tidak berakhir bahagia.	0	Aku dan dia adalah Edward Cullen dan Bella Swan di Twilight.	1				1
Aku dan dia pasangan yang berakhir bahagia.	Aku dan dia pasangan yang tidak berakhir bahagia.	1	Aku dan dia adalah Rose dan Jack di Titanic.	1				1
Nyanyianmu tidak merdu.	Nyanyianmu merdu.	0	Nyanyianmu seperti teriakan bayi yang ingin ganti popok.	1			1	
Nyanyianmu tidak merdu.	Nyanyianmu merdu.	1	Nyanyianmu seperti kicauan burung di pagi hari.	1			1	
Hadiah ulang tahunku tahun ini satu atau sedikit.	Hadiah ulang tahunku tahun ini banyak.	0	Hadiah ulang tahunku tahun ini seperti jumlah bulan di langit.	1		1		
Hadiah ulang tahunku tahun ini satu atau sedikit.	Hadiah ulang tahunku tahun ini banyak.	1	Hadiah ulang tahunku tahun ini seperti jumlah bintang di langit.	1		1		
