ending1 (string),ending2 (string),labels,startphrase (string),valid,category,obj,vis,soc,cul
Ikulu ya rais inanukia usiku na mchana,Ikulu ya rais inanuka usiku na mchana,0,Ikulu ya rais ni manukato usiku na mchana,1,soc,0,0,1,0
Ikulu ya rais inanukia usiku na mchana,Ikulu ya rais inanuka usiku na mchana,1,Ikulu ya rais inanuka kama kidonda usiku na mchana,1,soc,0,0,1,0
Wanakwaya wale wana sauti nyororo na ya kupendeza,Wanakwaya wale hawana sauti za kuimba,0,Wanakwaya wale wana sauti kama kinanda,1,obj,1,0,0,0
Wanakwaya wale wana sauti nyororo na ya kupendeza,Wanakwaya wale hawana sauti za kuimba,1,Wanawkwaya wale wana sauti mbaya kama chura,1,obj,1,0,0,0
Ninamdhamini mke wangu kuliko chochote duniani,Simdhamini mke wangu vile,0,Ninamdhamini mke wangu kama moyo,1,obj,1,0,0,0
Ninamdhamini mke wangu kuliko chochote duniani,Simdhamini mke wangu vile,1,Ninamdhamini mke wangu kama taka,1,obj,1,0,0,0
Bernard alishindwa kuona maovu ya Maria,Bernard aliyaona maovu yote ya Maria,0,"Ifikapo kwa maria, bernard alikuwa mwenye macho kama jongoo",1,soc,0,0,1,0
Bernard alishindwa kuona maovu ya Maria,Bernard aliyaona maovu yote ya Maria,1,Bernard alikuwa na macho ya Tai kwa maovu ya Maria,1,soc,0,0,1,0
Jirani yangu ni mkatili na mouvu,Jirani yangu ni mkarimu na mwenye upendo,0,Jirani yangu ni shetani,1,soc,0,0,1,0
Jirani yangu ni mkatili na mouvu,Jirani yangu ni mkarimu na mwenye upendo,1,Jirani yangu ana roho nzuri kama malaika,1,soc,0,0,1,0
Mjomba wa  Lois hawachi kula,Mjomba wa Lois aliwacha kula,0,Mjomba wa Lois anakula kama fisi,1,obj,1,0,0,0
Mjomba wa  Lois hawachi kula,Mjomba wa Lois aliwacha kula,1,Mjomba wa Lois anakula kama mgonjwa mahututi,1,obj,1,0,0,0
Jirani yetu ana watoto wengi ,Jirani yetu ana watoto wachache sana,0,Jirani yetu ana watoto wengi kama siafu,1,obj,1,0,0,0
Jirani yetu ana watoto wengi ,Jirani yetu ana watoto wachache sana,1,Jirani yetu ana watoto adimu kama maziwa ya kuku,1,obj,1,0,0,0
Visima vya maji kule Marsabit na Moyale vimekauka,Visima vya maji kule Marsabit na Moyale vimetiliwa maji,0,Visima vya maji kule Marsabit na Moyale vimekauka kama janga,1,obj,1,1,0,0
Visima vya maji kule Marsabit na Moyale vimekauka,Visima vya maji kule Marsabit na Moyale vimetiliwa maji,1,Visima vya maji kule Marsabit na Moyale vina maji kama ziwa Victoria,1,obj,1,1,0,0
Wanafunzi husimama Imara bendera inapopandishwa,Wamafunzi huyumbayumba bendera inapopandishwa,0,Wanafunzi husimama imara kama uti wa mgondo bendera inapopandishwa,1,obj,1,1,0,0
Wanafunzi husimama Imara bendera inapopandishwa,Wamafunzi huyumbayumba bendera inapopandishwa,1,Wanafunzi huyumba kama mawimbi bendera inapopandishwa,1,obj,1,1,0,0
Mkutano wa walimu ulichukua muda mrefu,Mkutano wa walimu ulikuwa mfupi leo,0,Mkutano wa walimu ulikuwa miaka na mikaka,1,soc,0,0,1,0
Mkutano wa walimu ulichukua muda mrefu,Mkutano wa walimu ulikuwa mfupi leo,1,Mkutano wa walimu ulikawia kama mngurumo wa radi,1,soc,0,0,1,0
Watoto wake hufuatana kila wanakoenda,Watoto wake hawapatani kamwe,0,Watoto wake hufuatana kama siafu,1,soc,0,0,1,0
Watoto wake hufuatana kila wanakoenda,Watoto wake hawapatani kamwe,1,Watoto wake ni kama jua na mwezi,1,soc,0,0,1,0
Maria hunituliza moyo anapowasili,Maria huniudhi kila anapowasili,0,Maria ni tabibu wa moyo wangu,1,soc,0,0,1,0
Maria hunituliza moyo anapowasili,Maria huniudhi kila anapowasili,1,Maria ni chuma cha moto kwa moyo wangu,1,soc,0,0,1,0
Wangari alikataa kufuata maelezo yetu,Wangari aliyafuata na kuyaiga maelezo yetu,0,Wangari alikataa kuyafuata maelezo yetu kama sikio la kufa,1,soc,0,0,1,0
Wangari alikataa kufuata maelezo yetu,Wangari aliyafuata na kuyaiga maelezo yetu,1,Wangari aliyatii maelezo yetu kama kijakazi wa mfalme,1,soc,0,0,1,0
"Nilimpenda Jeptoo, kila aendapo ningemfuata",Nilimpenda Jeptoo lakini Sikuenda popote angeenda,0,"Nilimpenda Jeptoo, nikawa kivuli chake",1,soc,0,0,1,0
"Nilimpenda Jeptoo, kila aendapo ningemfuata",Nilimpenda Jeptoo lakini Sikuenda popote angeenda,1,Nilimpenda Jeptoo lakini tulitorokana kama jua na mwezi,1,soc,1,0,1,0
Uwepo wake hunipendeza,Uwepo wake huniudhi,0,Uwepo wake ni mtulivu  kama manukato kwangu,1,obj,1,0,1,0
Uwepo wake hunipendeza,Uwepo wake huniudhi,1,Uwepo wake ni mtulivu kama tawi kwenye dhoruba ,1,obj,1,1,1,0
Baba ya Alice ni mkali mno,Baba ya Alice ni mzuri na  mkarimu,0,Baba ya Alice ni pilipili,1,obj,1,0,1,0
Baba ya Alice ni mkali mno,Baba ya Alice ni mzuri na  mkarimu,1,Baba ya Alice ni mkali kama nzi,1,soc,0,0,1,0
Chokoraa wa Nairobi wameshinda wakizurura,Chokoraa wa Nairobi ni wametulia leo,0,Chokoraa wa Nairobi wamezurura kama Mbwakoko,1,obj,1,0,0,0
Chokoraa wa Nairobi wameshinda wakizurura,Chokoraa wa Nairobi ni wametulia leo,1,Chokoraa wa Nairobi wametulia leo kama mtoto aliyelala,1,obj,1,0,0,0
Muziki wa Kenya huwa wa huruma,Muziki wake ulikuwa wa furaha,0,Muziki wa Kenya ulikuwa wa huruma kama aliyefiwa,1,soc,0,0,1,0
Muziki wa Kenya huwa wa huruma,Muziki wake ulikuwa wa furaha,1,Muziki wa Kenya ulikuwa wa huruma kama aliyeshinda Lotto,1,soc,0,0,1,0
Dennis hutembea haraka akienda shuleni,Dennis hutembea polepole akienda shuleni,0,Dennis hutembea haraka kama anayefwatwa gizani akienda shuleni,1,soc,0,0,1,0
Dennis hutembea haraka akienda shuleni,Dennis hutembea polepole akienda shuleni,1,Dennis hutembea taratibu kama Bi harusi akienda shuleni,1,soc,0,0,1,0
Nyumba yake ilikuwa na joto mno,Nyumba yake haikuwa na joto mno,0,Nyumba yake ilikuwa na joto kama jiko,1,obj,1,0,0,0
Nyumba yake ilikuwa na joto mno,Nyumba yake haikuwa na joto mno,1,Nyumba yake ilikuwa na joto kama jokofu,1,obj,1,0,0,0
Dada yake ni mkubwa,Dada yake si mkubwa,0,Dada yake ni mkubwa kama tembo,1,obj,1,1,0,0
Dada yake ni mkubwa,Dada yake si mkubwa,1,Dada yake ni mkubwa kama tundu la sindano,1,obj,1,1,0,0
Imani yake ilikuwa dhabiti mno,Imani yake ilikuwa hafifu,0,Imani yake ilikuwa na nguvu kama chuma,1,obj,1,0,0,0
Imani yake ilikuwa dhabiti mno,Imani yake ilikuwa hafifu,1,Imani yake ilikuwa na nguvu kama kijiti kilichoshikilia ndovu,1,obj,1,0,0,0
Maswali hayo yalikuwa rahisi,Maswali hayo yalikuwa magumu mno,0,Maswali hayo yalikuwa mboga,1,soc,1,0,1,0
Maswali hayo yalikuwa rahisi,Maswali hayo yalikuwa magumu mno,1,Maswali hayo yalikuwa mawe,1,soc,1,0,1,0
Macho ya kijana huyo yalikuwa mekundu,Macho ya kijana huyo hayakuwa mekundu,0,Macho ya kijana huyo yalikuwa mekundu kama damu,1,obj,1,1,0,0
Macho ya kijana huyo yalikuwa mekundu,Macho ya kijana huyo hayakuwa mekundu,1,Macho ya kijana huyo yalikuwa mekundu kama maziwa,1,obj,1,1,0,0
Eneo hilo lilikuwa na kelele mno,Eneo hilo lilikuwa tulivu mno,0,Eneo hilo lilikuwa na kelele kama mtoto aliyeachwa,1,soc,0,0,0,0
Eneo hilo lilikuwa na kelele mno,Eneo hilo lilikuwa tulivu mno,1,Eneo hilo lilikuwa na kelele kama mtungi wa maji,1,soc,0,0,0,0
Alipenda kula chakula na pilipili,Hakupenda kula chakula na pilipili,0,Alipenda kula chakula na pilipili kama mhindi,1,soc,0,0,0,0
Alipenda kula chakula na pilipili,Hakupenda kula chakula na pilipili,1,Alipenda kula chakula na pilipili kama mtoto,1,soc,0,0,0,0
Walikuwa pamoja kila siku,Waliachana kwa umbali sana,0,Walikuwa pamoja kama nywele kwa nyingine,1,obj,1,1,0,0
Walikuwa pamoja kila siku,Waliachana kwa umbali sana,1,Walikuwa pamoja kama Marekani na Kenya,1,obj,1,1,0,0
Alikuwa mwereve darasani,Hakuwa mwerevu darasani,0,Alikuwa mwerevu kama sungura,1,soc,0,0,0,0
Alikuwa mwereve darasani,Hakuwa mwerevu darasani,1,Alikuwa mwerevu kama samaki,1,soc,0,0,0,0
Kwake kulikuwa na joto mno,Kwake hakukuwa na joto kamwe,0,Kwake kulikuwa na joto kama jehanamu,1,obj,1,0,0,0
Kwake kulikuwa na joto mno,Kwake hakukuwa na joto kamwe,1,Kwake kulikuwa na joto kama chini ya bahari,1,obj,1,0,0,0
Mtoto aliyejifungua alikuwa mzito mno,Mtoto aliyejifungua alikuwa mwepesi,0,Mtoto aliyejifungua alikuwa nanga,1,obj,1,0,0,0
Mtoto aliyejifungua alikuwa mzito mno,Mtoto aliyejifungua alikuwa mwepesi,1,Mtoto aliyejifungua alikuwa mabawa,1,obj,1,0,0,0
Sebuleni yake ilikuwa telezi mno,Sebule yake ilikuwa imekauka mno,0,Sebule yake ilikuwa telezi kama siagi,1,obj,1,0,0,0
Sebuleni yake ilikuwa telezi mno,Sebule yake ilikuwa imekauka mno,1,Sebule yake ilikuwa telezi kama kokoto,1,obj,1,0,0,0
Alinipendeza sana siku nzima,Aliniudhi siku nzima,0,Alinipendeza kama sharubati ,1,obj,1,0,0,0
Alinipendeza sana siku nzima,Aliniudhi siku nzima,1,Alinipendeza kama mtoto asieacha kulia,1,obj,1,0,0,0
Alituchelewesha kwa kutembea polepole,Hakutuchelewesha kwa kutembea haraka,0,Alituchelewesha kwa kuwa na miguu ya kobe,1,soc,1,0,1,0
Alituchelewesha kwa kutembea polepole,Hakutuchelewesha kwa kutembea haraka,1,Hakutuchelewesha kwa kuwa na  miguu kama ya swara,1,soc,1,0,1,0
Alichomwa na jua sana siku nzima,Hakuchomwa na jua kamwe,0,Alichomwa na jua kama mpasua-mawe siku nzima,1,obj,1,1,0,0
Alichomwa na jua sana siku nzima,Hakuchomwa na jua kamwe,1,Alichomwa na jua kama mgonjwa aliye kwenye wodi,1,obj,1,1,0,0
"Mtihani ulipokaribia, Otieno alianza kutia bidii","Mtihani ulipokaribia, Otieno alisalia kuwa mzembe",0,"Mtihani ulipokaribia, Otieno alibadilika mchwa",1,soc,0,0,1,0
"Mtihani ulipokaribia, Otieno alianza kutia bidii","Mtihani ulipokaribia, Otieno alisalia kuwa mzembe",1,"Mtihani ulipokaribia, Otieno alisalia kuwa mchwa",1,soc,0,0,1,0
Matumaini yake yalipanda alipopata habari,Matumaini yake yalishuka alipopata habari,0,Matumaini yake yalipanda kama ndege alipopata habari,1,soc,0,0,1,0
Matumaini yake yalipanda alipopata habari,Matumaini yake yalishuka alipopata habari,1,Matumaini yake yalipanda kama changarawe alipopata habari,1,soc,0,0,1,0
Mama Aziza na dada yake walifanana sana,Mama Aziza na dada yake walikuwa tofauti sana,0,Mama Aziza na dada yake walikuwa shilingi kwa nyingine,1,soc,0,0,1,1
Mama Aziza na dada yake walifanana sana,Mama Aziza na dada yake walikuwa tofauti sana,1,Mama Aziza na dada yake walikuwa usiku na mchana,1,soc,0,0,1,1
Mama Otis alipenda busu la mumewe,Mama Otis hakupenda busu la mumewe,0,Mama Otis alipenda busu la mumewe kama asali,1,obj,1,0,0,0
Mama Otis alipenda busu la mumewe,Mama Otis hakupenda busu la mumewe,1,Mama Otis alipenda busu la mumewe kama Mungu apendavyo dhambi,1,obj,1,0,0,0
Sandra alituandalia chakula kitamu sana,Sandra hakutuandalia chakula kitamu,0,Sandra alituandalia chakula kitamu kama asali,1,obj,1,0,0,0
Sandra alituandalia chakula kitamu sana,Sandra hakutuandalia chakula kitamu,1,Sandra alituandalia chakula kitamu kama ndimu,1,obj,1,0,0,0
Beatrice alikuwa na matumaini kwa mumewe,Beatrice hakumtumaini mumewe kamwe,0,Beatrice alimtumainin mumewe kama tasa anayetafuta mtoto,1,soc,0,0,1,0
Beatrice alikuwa na matumaini kwa mumewe,Beatrice hakumtumaini mumewe kamwe,1,Beatrice alimtumainini mumewe kama mja aliyehukumiwa kifo,1,soc,0,0,1,0
Wafula alitembea gizani kwa ushupavu bila kuogopa,Wafula alitembea gizani akiwa na woga,0,Wafula alikuwa shupavu kama mwanajeshi akitembea gizani,1,vis,0,1,0,0
Wafula alitembea gizani kwa ushupavu bila kuogopa,Wafula alitembea gizani akiwa na woga,1,Wafula alitembea gizani akuwa shupavu kama kondoo anayeingizwa kichinjioni,1,vis,0,1,0,0
Maria aliingia kwangu akinukia manukato,Maria aliingia kwangu akinuka vibaya,0,Maria aliingia kwangu akinukia manukato kama binti ya malkia,1,soc,0,0,1,0
Maria aliingia kwangu akinukia manukato,Maria aliingia kwangu akinuka vibaya,1,Maria aliingia kwangu akinuka kama kondoo aliyenyeshewa,1,soc,0,1,1,0
Dennis alikuwa na haraka kuelekea nyumbani,Dennis hakuwa na haraka kamwe,0,Dennis alikuwa na haraka kama risasi,1,obj,1,0,0,0
Dennis alikuwa na haraka kuelekea nyumbani,Dennis hakuwa na haraka kamwe,1,Dennis alikuwa na haraka kama ndumakuwili,1,obj,1,0,0,0
Polisi hukushuku ukiwa na wasiwasi,Polisi hawawezi kukushuku ukiwa mtulivu ,0,Polisi hukushuku ukiwa na wasiwasi kama mwizi,1,soc,0,0,1,0
Polisi hukushuku ukiwa na wasiwasi,Polisi hawawezi kukushuku ukiwa mtulivu ,1,Polisi hawawezi kukushuku ukiwa mtulivu kama bahari,1,soc,0,0,1,0
Garissa kumekauka lakini kuna upepo kama ufuo wa bahari,Garissa kumekauka na hakuna upepo,0,Garissa kumejaa upepo kama ufuo wa bahari,1,vis,0,1,0,0
Garissa kumekauka lakini kuna upepo kama ufuo wa bahari,Garissa kumekauka na hakuna upepo,1,Garissa kumejaa upepo kama ndani ya kisima,1,vis,0,1,0,0
Wananchi walijitokeza kwa wingi kumskiza rais,Wananchi hawakujitokeza kumskiza rais,0,Wananchi walijaa kama mchanga kumskiza rais,1,vis,0,1,0,0
Wananchi walijitokeza kwa wingi kumskiza rais,Wananchi hawakujitokeza kumskiza rais,1,Wananchi walijitokeza kwa wingi kama mayai ya Ng'ombe kumskiza rais,1,vis,0,1,0,0
Wabunge wanajulikana kuwa wafisadi sana,Wabunge wengi si wafisadi siku hizi,0,Wabunge ni fisadi kama polisi,1,soc,0,0,1,0
Wabunge wanajulikana kuwa wafisadi sana,Wabunge wengi si wafisadi siku hizi,1,Wabunge ni fisadi kama kasisi,1,soc,0,0,1,0
Hakuna anayemwamini Lesly ni mwongo wa ahadi,"Lesly ni mwaminifu, ahadi zake atatimiza",0,Lesly ni kigeugeu kama Kinyonga,1,soc,0,0,1,1
Hakuna anayemwamini Lesly ni mwongo wa ahadi,"Lesly ni mwaminifu, ahadi zake atatimiza",1,Lesly ni kigeugeu kama mwanasiasa,1,soc,0,0,1,0
Beatrice alikataa kufuata Masharti ya mwalimu,Beatrice alifuata masharti yote ya mwalimu,0,Beatrice alikaidi masharti kama mbuzi anayechezewa kinanda,1,cul,1,0,0,1
Beatrice alikataa kufuata Masharti ya mwalimu,Beatrice alifuata masharti yote ya mwalimu,1,Beatrice alikaidi masharti kama mlinzi wa malkia,1,cul,1,0,0,1
Umemaliza shule na ukakuwa maarufu hivi punde,Umemaliza shule na hakuna anayekutambua,0,Umemaliza shule ukakuwa maarufu kama rais wa nchi,1,soc,0,0,1,0
Umemaliza shule na ukakuwa maarufu hivi punde,Umemaliza shule na hakuna anayekutambua,1,Umemaliza shule ukakuwa maarufu kama mtoto wa kati,1,soc,0,0,1,0
Hakupenda kuelezea alichohisi rohoni,Alipenda kupayuka kila alichohisi,0,Roho yake ilikuwa kufuli lililofungwa,1,soc,1,0,1,0
Hakupenda kuelezea alichohisi rohoni,Alipenda kupayuka kila alichohisi,1,Roho yake ilikuwa mchana wa jua,1,soc,0,1,1,0
Anette huwa na mikono laini mno,Anette huwa na mikono migumu sana,0,Anette ana Mikono laini kama mto,1,obj,1,0,0,1
Anette huwa na mikono laini mno,Anette huwa na mikono migumu sana,1,Anette ana mikono laini kama changarawe,1,obj,1,0,0,0
Ala! Benjamin uko na haraka leo,Ala! Benjamin huna haraka hata?,0,Ala! Benjamin una haraka kama ambulensi iliyo na mgonjwa mahututi,1,obj,1,0,0,0
Ala! Benjamin uko na haraka leo,Ala! Benjamin huna haraka hata?,1,"Ala! Benjamin, Una haraka kama siafu aliyebeba kitoweo",1,obj,1,1,0,0
Muangalie anavyong'aa nyusoni na kupendeza,Muangalie alivyochafuka nyusoni leo,0,Muangalie anavyong'aa nyusoni kama nyota,1,obj,1,0,0,0
Muangalie anavyong'aa nyusoni na kupendeza,Muangalie alivyochafuka nyusoni leo,1,Muangalie anavyong'aa nyusoni kama chokoraa,1,obj,1,0,0,0
Olentuku alipoibiwa mshale alijihurumia mno,Olentuku alipoibiwa mshale alikasirika mno,0,Olentuku alipoibiwa mshale alijihurumia kama mtoto yatima,1,soc,0,0,1,0
Olentuku alipoibiwa mshale alijihurumia mno,Olentuku alipoibiwa mshale alikasirika mno,1,Olentuku alipoibiwa mshale alijihurumia kama mtoto wa mfalme,1,soc,0,0,1,0
Khalid hawezi kuficha tabasamu anapomuona Michelle,Khalid hufichua meno yake meusi anapomuona Michelle,0,Khalid hutoa tabasamu ya dhahabu anapomuona Michelle,1,vis,0,1,0,0
Khalid hawezi kuficha tabasamu anapomuona Michelle,Khalid hufichua meno yake meusi anapomuona Michelle,1,Khalid hutoa tabasamu ya kibogoyo anapomuona Michelle,1,vis,0,1,0,0
Mkora alituchangaya alipotuibia Nairobi,Mkora alijichanganya mwenyewe alipojaribu kutuibia Nairobi,0,Mkora alikuwa na werevu kama nyani alipotuibia,1,soc,0,0,1,0
Mkora alituchangaya alipotuibia Nairobi,Mkora alijichanganya mwenyewe alipojaribu kutuibia Nairobi,1,Mkora alikuwa na werevu kama kondoo alipojaribu kutuibia,1,soc,0,0,1,0
Tony ana miguu kubwa sana,Tony ana miguu ndogo sana,0,Tony ana Miguu mikubwa kama Nyani,1,obj,1,0,0,0
Tony ana miguu kubwa sana,Tony ana miguu ndogo sana,1,Tony ana Miguu ndogo kama siafu,1,obj,1,0,0,0
Maria alikuwa na wasiwasi alipoitwa ofisini mwa mwalimu mkuu,Maria hakuwa na wasiwasi wowote alipoitwa ofisini mwa mwalimu mkuu,0,Maria alikuwa na wasiwasi kama mtoto aliyepoteza pesa za mamaye,1,cul,0,0,1,1
Maria alikuwa na wasiwasi alipoitwa ofisini mwa mwalimu mkuu,Maria hakuwa na wasiwasi wowote alipoitwa ofisini mwa mwalimu mkuu,1,Maria alikuwa na wasiwasi kama Ng'ombe aliyeshiba  ,1,cul,0,0,1,1
Tunashauriwa tuwe waangalifu tulivuka barabara,Huwa wanakaidi ushauri wa kuwa waangalifu wanapovuka barabara,0,Tunashauriwa kuwa waangalifu kama daktari tunapovuka barabara,1,soc,0,0,1,0
Tunashauriwa tuwe waangalifu tulivuka barabara,Huwa wanakaidi ushauri wa kuwa waangalifu wanapovuka barabara,1,Wao huwa waangalifu kama walevi wanapovuka barabara,1,soc,0,0,1,0
Hakutaka kuskia tena kutoka kwao,Alitaka kusikia kila walichosema,0,Alikuwa jiwe alipojaribu kuongea naye,1,obj,1,0,1,0
Hakutaka kuskia tena kutoka kwao,Alitaka kusikia kila walichosema,1,Alitega sikio kama mama wa mboga sokoni,1,obj,1,0,1,1
Bibi harusi alitembea kwa Maringo,Bibi Arusi hakutembe kwa Maringo,0,Bibi Arusi alitembea kama tausi ,1,vis,0,1,0,0
Bibi harusi alitembea kwa Maringo,Bibi Arusi hakutembe kwa Maringo,1,Bi Arusi alitembea kama mlevi,1,vis,0,1,0,0
Safari yake ilikuwa ndefu mno,Safari yake haikuwa ndefu,0,Safari yake ilikuwa mlima Kilimanjaro,1,cul,1,0,0,1
Safari yake ilikuwa ndefu mno,Safari yake haikuwa ndefu,1,Safari yake ilikuwa ndefu kama unywele,1,cul,1,0,0,1
Mwizi aliposhikwa aligongwa na kila mtu,Mwizi aliposhikwa hakugongwa sana,0,Mwizi aliposhikwa aligongwa kama kandanda,1,obj,1,0,0,0
Mwizi aliposhikwa aligongwa na kila mtu,Mwizi aliposhikwa hakugongwa sana,1,Mwizi aliposhikwa aligongwa kama mtoto agongwavyo alale,1,obj,1,0,0,0
Polisi ni watu waovu sana,Polisi si watu waovu sana,0,Polisi wana roho ya shetani,1,soc,0,0,1,0
Polisi ni watu waovu sana,Polisi si watu waovu sana,1,Polisi wana roho ya mtoto,1,soc,0,0,1,0
Jane ana sura nyororo ,Jane ana sura ngumu,0,Jane ana sura nyororo kama ngano,1,obj,1,0,0,0
Jane ana sura nyororo ,Jane ana sura ngumu,1,Jane ana sura ngumu kama chura,1,obj,1,0,0,0
Kaka ya Tom ana uwezo wa kunusia kwa mbali,Kaka ya Tom hana uwezo wa kunusia kwa mbali,0,Kaka ya Tom ana uwezo wa kunusia kama mbwa,1,soc,0,0,1,0
Kaka ya Tom ana uwezo wa kunusia kwa mbali,Kaka ya Tom hana uwezo wa kunusia kwa mbali,1,Kaka ya Tom ana uwezo wa kunusia kama samaki,1,soc,0,0,1,0
Mutuku amesimama wima ,Mutuku hajasimama wima,0,Mutuku amesimama kama bendera ya chifu,1,obj,1,0,0,0
Mutuku amesimama wima ,Mutuku hajasimama wima,1,Mutuku amesimama wima kama sukuma wiki siku ya upepo,1,obj,1,0,0,0
Antony wako na Boma kubwa sana,Antony hawa na boma kubwa,0,Boma la kina Antony ni uwanja wa ndege,1,vis,0,1,0,0
Antony wako na Boma kubwa sana,Antony hawa na boma kubwa,1,Boma la kina Antony ni kibanda,1,vis,0,1,0,1
"Maria huwa hana msimamo, anapelekwa tu hivi hivi","Maria huwa na msimamo, hatingiziki",0,"Maria hana msimamo, ni bendera",1,obj,1,0,0,1
"Maria huwa hana msimamo, anapelekwa tu hivi hivi","Maria huwa na msimamo, hatingiziki",1,"Maria huwa na msimamo, ni uti wa mgongo",1,obj,1,0,,0
Mchuuzi hupiga kelele anapowasili,Mchuuzi huwa hapigi kelele anapowasili,0,Mchuuzi huwa kasuku anapowasili,1,cul,1,0,1,1
Mchuuzi hupiga kelele anapowasili,Mchuuzi huwa hapigi kelele anapowasili,1,Mchuuzi huwa usiku wa manane anapowasili,1,cul,1,0,1,1
Antony alilelewa awategemee wengine,Antony alilelewa asiwategemee wengine,0,Antony alilelewa akuwe kupe kwa wengine,1,soc,0,0,1,0
Antony alilelewa awategemee wengine,Antony alilelewa asiwategemee wengine,1,Antony alilelewa akuwe imara kama simba,1,soc,0,0,1,0
Jana nilikuwa nimeshikamana na vitu vingi,Jana sikuwa nimeshikamana na vitu vingi,0,Jana nilikuwa nimeshikamaa kama guluu,1,obj,1,0,0,0
Jana nilikuwa nimeshikamana na vitu vingi,Jana sikuwa nimeshikamana na vitu vingi,1,Jana nilikuwa nimeshikamana kama changarawe,1,obj,1,0,0,0
Janice alifika nyumbani akiwa na njaa sana,Janice alifika nyumbani akiwa na shibe,0,"Janice alipofika nyumbani, alikula kama nguruwe",1,obj,1,0,0,0
Janice alifika nyumbani akiwa na njaa sana,Janice alifika nyumbani akiwa na shibe,1,"Janice alipofika nyumbani, alikula kama mgonjwa aliyepoteza hamu",1,obj,1,0,0,0
Wafungwa wengi hufanyishwa kazi ngumu kama adhabu,Wafungwa wengi huwa hawana kazi ya kufanya ,0,Wafungwa wengi hufanyishwa kazi kama punda kama adhabu,1,soc,0,0,1,0
Wafungwa wengi hufanyishwa kazi ngumu kama adhabu,Wafungwa wengi huwa hawana kazi ya kufanya ,1,Wafungwa wengi hufanyishwa kazi kama paka wa nyumbani,1,soc,0,0,1,0
Wafisadi serekalini wataharakishwa na polisi,Wafisadi serekalini hawanyiwi kitu kamwe,0,Wafisadi serekalini watabebeshwa mbio kama gari la miraa,1,cul,1,0,0,1
Wafisadi serekalini wataharakishwa na polisi,Wafisadi serekalini hawanyiwi kitu kamwe,1,Wafisadi serekalini wanabebeshwa mbio kama kreti la mayai,1,cul,1,0,0,1
"Usifanye kazi nyingi, utachoka alafu ulale sana","Usipofanya kazi nyingi, hutachoka ulale",0,Usifanye kazi nyingi kisha ulale kama paka,1,soc,0,0,1,0
"Usifanye kazi nyingi, utachoka alafu ulale sana","Usipofanya kazi nyingi, hutachoka ulale",1,Alikuwa amechoka akalala kama Mamba,1,soc,0,0,1,0
Henry alizaliwa na miguu refu,Henry alizaliwa na miguu ndogo,0,Henry ana miguu mirefu kama mbuni,1,obj,1,0,0,0
Henry alizaliwa na miguu refu,Henry alizaliwa na miguu ndogo,1,henry ana miguu mirefu kama jongoo,1,obj,1,0,0,0
Alitushuku tukiingia na kutuangalia kwa macho kali,Hakutushuku kamwe tulipoingia na vifaa ,0,ALipotushuku alituangalia kwa macho kali kama tai,1,vis,0,1,0,0
Alitushuku tukiingia na kutuangalia kwa macho kali,Hakutushuku kamwe tulipoingia na vifaa ,1,Alikuwa na macho kali jama jongoo tulipoingia,1,vis,0,1,0,0
Omar alioa binti mnene na mwenye umbo zuri,Omar alioa binti mnene na mwenye hana umbo zuri,0,Omar alioa binti mwenye umbo zuri kama chupa,1,obj,1,1,0,0
Omar alioa binti mnene na mwenye umbo zuri,Omar alioa binti mnene na mwenye hana umbo zuri,1,Omar alioa binti mwenye umbo zuri kama nambari nane,1,obj,1,1,0,0
Gerad alimaliza shule akijua mengi mno,Gerad alimaliza shule na hakujua chochote,0,Gerad alisoma akajua mengi kama mtandao,1,soc,0,0,1,0
Gerad alimaliza shule akijua mengi mno,Gerad alimaliza shule na hakujua chochote,1,Gerad alisoma na akajua mengi kama mtoto mchanga,1,soc,0,0,1,0
Imani ana siri nyingi,Imani hapendi kuficha chochote,0,Roho ya imani ni msitu,1,vis,0,1,1,0
Imani ana siri nyingi,Imani hapendi kuficha chochote,1,Roho ya imani ni jua la mchana,1,vis,0,1,1,0
Onyango anapenda kupayuka maneno yasiyomhusu,Onyango huweka siri za wengine kwa moyo,0,Onyango ni kipaza sauti,1,obj,1,0,0,0
Onyango anapenda kupayuka maneno yasiyomhusu,Onyango huweka siri za wengine kwa moyo,1,Onyango ni mtungi wa maji,1,obj,1,0,0,0
Kimani alimpenda na kumbembeleza mke wake,Kimani hakumpenda mke wake ,0,Kimani alimdekeza mpenzi wake kama yai,1,obj,1,0,0,0
Kimani alimpenda na kumbembeleza mke wake,Kimani hakumpenda mke wake ,1,Kimani alimdekeza mpenzi wake kama punda,1,obj,1,0,0,0
Alichelewa akapata ukumbi umejaa ,ALifika mapema akakosa mtu ukumbini,0,Alipata ukumbi umejaa kama laini ya kupiga kura,1,vis,0,0,0,0
Alichelewa akapata ukumbi umejaa ,ALifika mapema akakosa mtu ukumbini,1,Alipata ukumbi umejaa kama jangwa,1,vis,0,0,0,0
Rossie alikuwa mjeuri kwa ushauri,Rossie alikuwa mtiifu kwa ushauri ,0,Rossie alikuwa mjeuri kama mtoto aliyekataa kula,1,soc,0,0,1,0
Rossie alikuwa mjeuri kwa ushauri,Rossie alikuwa mtiifu kwa ushauri ,1,Rossie alikuwa mjeuri kama mtundu aliyeitiwa chakula,1,soc,0,0,1,0
